A-n46-k7 RA KMEDOIDS

energy,arcs,distance,time(ms)
40099.96044927389,[[0,18,25,44,0],[0,28,41,20,27,34,31,29,21,17,0],[0,2,30,13,26,6,0],[0,45,38,4,43,14,23,9,0],[0,33,15,19,8,11,12,39,0],[0,37,10,7,22,3,32,5,36,0],[0,40,1,35,24,16,42,0]],inf,0.31999897956848145
40391.631329821976,[[0,18,25,44,0],[0,28,41,20,27,34,31,29,21,17,0],[0,2,30,13,26,6,0],[0,45,4,38,14,43,23,9,0],[0,33,15,19,8,11,12,39,0],[0,37,10,7,22,3,32,5,36,0],[0,40,1,35,24,16,42,0]],inf,0.32000088691711426
40857.205710851595,[[0,18,25,44,0],[0,41,20,27,34,31,29,21,17,28,0],[0,2,30,13,26,6,0],[0,45,38,4,43,14,23,9,0],[0,33,15,19,8,11,12,39,0],[0,37,10,7,22,3,32,5,36,0],[0,40,1,24,16,35,42,0]],inf,0.3269989490509033
41571.25199374451,[[0,18,25,44,0],[0,41,20,27,34,31,29,21,17,28,0],[0,2,30,13,26,6,0],[0,45,9,23,38,4,43,14,0],[0,33,15,19,8,11,12,39,0],[0,37,10,7,22,3,32,5,36,0],[0,35,40,1,24,16,42,0]],inf,0.3190000057220459
41755.89597899908,[[0,18,25,44,0],[0,41,20,27,34,31,29,21,17,28,0],[0,2,30,13,26,6,0],[0,38,4,45,43,14,9,23,0],[0,39,12,33,15,8,11,19,0],[0,37,10,7,22,3,32,5,36,0],[0,35,40,1,24,16,42,0]],inf,0.3280000686645508
41391.427197202574,[[0,18,25,44,0],[0,28,41,20,27,34,31,29,21,17,0],[0,2,30,13,26,6,0],[0,9,45,14,43,4,38,23,0],[0,33,15,19,8,11,12,39,0],[0,37,10,7,22,3,32,5,36,0],[0,1,40,35,24,16,42,0]],inf,0.33099937438964844
41647.172289053735,[[0,18,25,44,0],[0,28,41,20,27,34,31,29,21,17,0],[0,2,30,13,26,6,0],[0,45,43,14,38,4,23,9,0],[0,33,15,19,8,11,12,39,0],[0,37,10,7,3,22,32,5,36,0],[0,35,40,1,24,16,42,0]],inf,0.31600165367126465
41960.63243235277,[[0,18,25,44,0],[0,28,41,20,27,34,31,29,21,17,0],[0,2,30,13,26,6,0],[0,4,38,14,43,45,9,23,0],[0,33,15,19,8,11,12,39,0],[0,37,10,7,22,3,32,5,36,0],[0,40,1,35,42,16,24,0]],inf,0.31799864768981934
42295.11100218496,[[0,18,25,44,0],[0,41,20,27,34,31,29,21,17,28,0],[0,2,30,13,26,6,0],[0,45,9,23,38,4,43,14,0],[0,33,15,19,8,11,12,39,0],[0,10,37,7,22,3,32,5,36,0],[0,1,40,35,24,16,42,0]],inf,0.31400084495544434
41410.876833884446,[[0,18,25,44,0],[0,28,41,20,27,34,31,29,21,17,0],[0,2,30,13,26,6,0],[0,9,45,14,43,4,38,23,0],[0,33,15,19,8,11,12,39,0],[0,37,10,7,22,3,32,5,36,0],[0,40,1,16,24,35,42,0]],inf,0.3280000686645508
