CMT10 RA KMEDOIDS

energy,arcs,distance,time(ms)
234679.7942467149,[[0,148,174,175,178,132,133,84,169,10,51,107,149,128,168,167,0],[0,151,156,155,140,141,136,88,142,184,61,115,143,157,0],[0,44,78,14,123,19,137,36,87,4,58,47,46,0],[0,91,147,162,109,24,117,180,150,187,181,182,159,191,194,0],[0,28,57,26,12,166,7,77,25,33,3,29,0],[0,22,52,104,60,65,85,63,27,92,21,90,42,189,183,0],[0,101,131,83,13,176,18,127,69,122,82,98,110,126,125,0],[0,2,43,39,11,8,31,146,23,158,0],[0,124,97,119,102,35,121,81,120,20,139,93,100,0],[0,1,53,5,94,16,54,48,66,15,32,190,0],[0,152,153,165,173,154,172,170,171,185,195,193,192,0],[0,188,74,161,30,130,79,108,56,38,160,186,129,196,0],[0,177,179,163,164,37,118,76,9,197,198,0],[0,138,113,112,67,41,40,89,114,103,95,111,135,0],[0,134,144,72,17,145,55,71,105,96,75,116,62,106,73,0],[0,59,80,99,49,70,68,34,6,50,45,64,86,0]],inf,2.867525100708008
236309.43531827064,[[0,148,174,175,178,132,133,84,169,10,51,107,149,128,168,167,0],[0,151,156,155,140,141,88,136,142,184,61,115,143,157,0],[0,44,78,14,123,19,137,36,87,4,58,47,46,0],[0,159,182,181,117,24,109,162,147,91,180,150,187,194,191,0],[0,25,3,33,166,7,77,12,26,57,28,29,0],[0,22,52,104,60,65,85,63,27,92,21,90,42,189,183,0],[0,83,13,176,18,131,101,69,127,122,82,98,110,126,125,0],[0,2,43,11,39,8,31,146,23,158,0],[0,124,97,119,102,35,121,20,120,81,139,93,100,0],[0,1,53,5,94,16,54,48,66,15,32,190,0],[0,152,153,165,154,173,172,170,171,185,195,193,192,0],[0,188,74,161,30,130,79,38,56,108,160,186,129,196,0],[0,163,164,76,9,118,37,179,177,197,198,0],[0,113,111,138,95,103,114,89,40,41,67,112,135,0],[0,116,75,96,105,71,55,17,145,134,72,144,106,62,73,0],[0,86,59,80,99,49,70,68,34,6,50,45,64,0]],inf,2.8940014839172363
233234.3957088405,[[0,178,175,174,148,132,133,84,169,10,51,107,149,128,168,167,0],[0,141,140,155,156,151,143,115,61,184,88,136,142,157,0],[0,44,78,14,123,19,137,36,87,4,46,58,47,0],[0,187,150,117,24,109,162,147,91,180,181,182,159,191,194,0],[0,25,3,33,166,7,77,12,26,57,28,29,0],[0,22,52,104,60,65,85,27,63,92,21,90,42,189,183,0],[0,101,131,176,13,83,18,69,127,122,82,98,110,126,125,0],[0,2,43,39,11,8,31,146,23,158,0],[0,124,97,119,102,35,121,81,120,20,139,93,100,0],[0,48,54,94,16,5,53,1,32,15,66,190,0],[0,152,153,165,154,173,172,170,171,185,195,193,192,0],[0,74,161,30,79,130,188,38,56,108,160,186,129,196,0],[0,177,179,163,164,37,118,76,9,197,198,0],[0,138,113,112,67,41,40,89,114,103,95,111,135,0],[0,134,144,72,145,17,55,71,105,96,75,116,62,106,73,0],[0,59,80,99,49,70,68,34,6,50,45,64,86,0]],inf,2.833749532699585
234868.39358489873,[[0,178,175,174,148,132,133,84,169,10,51,107,149,128,168,167,0],[0,151,156,155,140,141,136,88,142,184,61,115,143,157,0],[0,44,78,14,123,19,137,36,87,46,4,58,47,0],[0,162,147,91,24,109,117,180,150,187,194,181,182,159,191,0],[0,7,77,25,3,33,166,12,26,57,28,29,0],[0,22,52,104,60,65,85,63,27,92,21,90,42,189,183,0],[0,101,131,176,13,83,18,69,127,122,82,98,110,126,125,0],[0,158,23,146,39,11,8,31,43,2,0],[0,124,97,119,102,35,121,81,120,20,139,93,100,0],[0,1,53,5,94,16,54,48,66,15,32,190,0],[0,152,153,165,154,173,172,170,171,185,195,193,192,0],[0,74,161,30,79,130,188,38,56,108,160,186,129,196,0],[0,177,179,163,164,37,118,76,9,197,198,0],[0,138,113,112,67,41,40,89,114,103,95,111,135,0],[0,144,72,17,145,134,55,71,105,96,75,116,62,106,73,0],[0,59,80,99,49,70,68,34,6,50,45,64,86,0]],inf,2.8500001430511475
234743.072659545,[[0,148,174,175,178,132,133,84,169,10,51,107,149,128,168,167,0],[0,151,156,155,140,141,136,88,142,184,61,115,143,157,0],[0,44,78,14,123,19,137,36,87,4,58,47,46,0],[0,187,150,180,91,147,162,109,24,117,181,182,159,191,194,0],[0,25,77,7,166,33,3,57,26,12,28,29,0],[0,60,104,52,22,183,189,42,90,21,92,27,63,85,65,0],[0,101,131,176,13,83,18,69,127,122,82,98,110,126,125,0],[0,2,43,11,39,8,31,146,23,158,0],[0,119,124,97,102,35,121,20,81,120,139,93,100,0],[0,1,53,5,94,16,54,48,66,15,32,190,0],[0,152,153,165,154,173,172,170,171,185,195,193,192,0],[0,74,161,30,79,130,188,38,56,108,160,186,129,196,0],[0,177,179,163,164,37,118,76,9,197,198,0],[0,113,138,111,95,103,114,89,40,67,41,112,135,0],[0,75,96,105,71,55,134,145,17,72,144,73,106,62,116,0],[0,59,80,99,49,70,68,34,6,50,64,45,86,0]],inf,2.891000270843506
234578.13165917384,[[0,148,174,175,178,132,133,84,169,10,51,107,149,128,168,167,0],[0,151,156,155,140,141,136,88,142,184,61,115,143,157,0],[0,44,78,14,123,19,137,36,87,4,46,58,47,0],[0,187,150,24,109,162,147,91,117,180,181,182,159,191,194,0],[0,28,57,26,12,166,7,77,25,33,3,29,0],[0,65,104,60,85,63,27,92,21,90,42,189,183,22,52,0],[0,101,131,83,13,176,18,69,127,122,82,98,110,126,125,0],[0,2,43,39,11,8,31,146,23,158,0],[0,119,124,97,102,35,121,120,81,20,139,93,100,0],[0,1,53,5,94,16,54,48,66,15,32,190,0],[0,152,153,165,154,173,172,170,171,185,195,193,192,0],[0,74,161,30,79,130,188,38,56,108,160,186,129,196,0],[0,163,164,9,76,118,37,179,177,197,198,0],[0,138,113,112,67,41,40,89,114,103,95,111,135,0],[0,134,144,71,105,75,96,55,17,145,72,106,62,73,116,0],[0,59,80,99,49,70,68,34,6,50,45,64,86,0]],inf,2.9380972385406494
233797.37570586073,[[0,148,174,175,178,132,133,84,169,10,51,107,149,128,168,167,0],[0,151,156,155,140,141,136,88,142,184,61,115,143,157,0],[0,44,78,14,123,19,137,36,87,4,58,47,46,0],[0,159,182,181,180,24,109,162,147,91,117,150,187,194,191,0],[0,25,3,33,7,77,166,12,26,57,28,29,0],[0,22,52,104,60,65,85,27,63,92,21,90,42,189,183,0],[0,101,131,83,13,176,18,127,69,122,82,98,110,126,125,0],[0,2,43,39,11,8,31,146,23,158,0],[0,124,97,119,102,35,121,81,120,20,139,93,100,0],[0,1,53,5,94,16,54,48,66,15,32,190,0],[0,152,153,165,154,173,172,170,171,185,195,193,192,0],[0,74,161,30,79,130,188,38,56,108,160,186,129,196,0],[0,177,179,163,164,37,118,76,9,197,198,0],[0,138,113,112,67,41,40,89,114,103,95,111,135,0],[0,144,72,17,145,134,55,71,105,96,75,116,62,106,73,0],[0,59,80,99,49,70,68,34,6,50,45,64,86,0]],inf,2.881784677505493
233951.10357942586,[[0,178,175,174,148,132,133,84,169,10,51,107,149,128,168,167,0],[0,151,156,155,140,141,88,136,142,184,61,115,143,157,0],[0,44,78,14,123,19,137,87,36,4,58,47,46,0],[0,91,147,162,109,24,117,180,150,187,181,182,159,191,194,0],[0,3,33,25,7,77,166,12,26,57,28,29,0],[0,22,52,104,60,65,85,27,63,92,21,90,42,189,183,0],[0,101,131,13,83,176,18,69,127,122,82,98,110,126,125,0],[0,2,43,39,11,8,31,146,23,158,0],[0,93,139,119,97,124,102,35,121,81,120,20,100,0],[0,1,53,5,94,16,54,48,66,15,32,190,0],[0,152,153,165,154,173,172,170,171,185,195,192,193,0],[0,188,130,79,30,161,74,38,56,108,160,186,129,196,0],[0,177,179,163,164,37,118,76,9,197,198,0],[0,138,113,111,95,103,114,89,40,67,41,112,135,0],[0,144,72,17,145,134,55,71,105,96,75,116,62,106,73,0],[0,59,80,99,49,70,68,34,6,50,45,64,86,0]],inf,2.91703724861145
235138.81986810017,[[0,178,175,174,148,132,133,84,169,10,51,107,149,128,168,167,0],[0,141,140,155,156,151,143,115,61,184,88,136,142,157,0],[0,44,78,14,123,19,137,36,87,4,58,47,46,0],[0,91,147,162,24,109,117,180,187,150,181,182,159,191,194,0],[0,25,3,33,166,7,77,12,26,57,28,29,0],[0,22,52,104,60,65,85,63,27,92,21,90,42,189,183,0],[0,131,83,13,176,18,101,69,127,122,82,98,110,126,125,0],[0,158,23,146,39,11,8,31,43,2,0],[0,124,97,119,102,35,121,20,81,120,139,93,100,0],[0,48,54,16,94,5,53,1,32,15,66,190,0],[0,152,153,165,154,173,172,170,171,185,195,192,193,0],[0,188,74,161,30,130,79,38,56,108,160,186,129,196,0],[0,163,164,76,9,118,37,179,177,197,198,0],[0,138,113,112,67,41,135,40,89,114,103,95,111,0],[0,144,72,134,145,17,71,55,96,75,105,116,62,106,73,0],[0,59,80,99,49,70,68,34,6,50,45,64,86,0]],inf,2.8989996910095215
233393.53583321345,[[0,148,174,175,178,132,133,84,169,10,51,107,149,128,168,167,0],[0,151,156,155,140,141,136,88,142,184,61,115,143,157,0],[0,44,78,14,123,19,36,87,137,4,58,46,47,0],[0,187,150,117,24,109,162,147,91,180,181,182,159,191,194,0],[0,25,33,166,7,77,12,26,57,28,3,29,0],[0,22,52,104,60,65,85,63,27,92,21,90,42,189,183,0],[0,101,131,13,83,176,18,127,69,122,82,98,110,126,125,0],[0,158,23,146,31,8,11,39,43,2,0],[0,119,124,97,102,35,121,139,120,81,20,93,100,0],[0,48,54,16,94,5,53,1,32,15,66,190,0],[0,152,153,165,154,173,172,170,171,185,195,193,192,0],[0,188,74,161,30,79,130,108,56,38,160,186,129,196,0],[0,177,179,163,164,37,118,76,9,197,198,0],[0,138,113,112,67,41,40,89,114,103,95,111,135,0],[0,75,116,105,96,71,55,134,145,17,72,144,106,62,73,0],[0,59,80,99,49,70,68,34,6,50,45,64,86,0]],inf,2.882018804550171
