CMT10 RA KMEANS

energy,arcs,distance,time(ms)
203183.22256583194,[[0,163,79,130,188,74,161,109,162,30,128,38,56,108,0],[0,22,159,114,184,61,115,143,73,182,103,191,0],[0,141,121,35,154,87,36,137,19,123,153,14,102,4,0],[0,134,91,147,24,55,117,71,17,145,72,146,0],[0,52,27,100,63,119,58,29,138,1,53,156,85,111,0],[0,60,5,151,126,125,94,16,150,187,95,104,32,0],[0,133,107,149,51,10,169,164,37,118,76,9,0],[0,101,175,7,64,45,174,33,110,86,59,3,0],[0,155,113,93,139,120,81,173,46,47,171,170,172,20,0],[0,177,77,18,127,176,132,13,83,84,68,179,131,34,0],[0,88,136,112,90,41,67,142,89,40,189,42,183,0],[0,43,105,31,160,8,96,186,129,39,75,0],[0,28,152,78,82,12,122,69,98,166,178,26,57,44,0],[0,196,135,198,140,21,92,185,195,65,193,192,194,157,190,0],[0,181,48,62,106,23,144,180,54,2,116,15,158,66,197,0],[0,165,97,124,25,99,148,6,50,70,168,49,11,167,80,0]],inf,11.399358034133911
201779.01874871744,[[0,162,163,30,79,130,188,74,161,109,38,56,108,128,0],[0,22,103,182,73,143,115,61,184,114,159,191,0],[0,141,121,35,154,87,36,137,19,123,153,14,4,102,0],[0,134,91,147,24,55,117,71,17,145,72,146,0],[0,85,100,27,63,119,58,29,138,156,53,1,111,52,0],[0,150,16,94,125,126,151,60,5,187,95,104,32,0],[0,149,107,51,10,169,133,164,37,118,76,9,0],[0,59,7,175,45,64,33,174,101,110,3,86,0],[0,155,113,93,139,120,81,173,172,20,170,46,47,171,0],[0,127,18,176,132,13,83,84,68,179,131,34,177,77,0],[0,136,88,67,41,90,112,142,40,89,189,42,183,0],[0,43,105,31,160,8,96,186,129,39,75,0],[0,28,78,152,82,12,122,69,178,166,98,26,57,44,0],[0,196,135,198,140,21,92,185,195,65,193,192,194,157,190,0],[0,181,48,62,106,23,144,180,54,2,116,15,158,66,197,0],[0,165,97,124,99,49,11,168,70,6,50,148,25,80,167,0]],inf,11.421887874603271
198776.2681993018,[[0,163,128,188,74,161,109,162,30,79,130,56,108,38,0],[0,22,159,114,184,61,115,143,73,182,103,191,0],[0,141,121,35,154,87,36,137,19,123,153,14,102,4,0],[0,72,145,17,134,91,147,24,55,117,71,146,0],[0,58,119,63,27,100,85,156,138,29,53,1,111,52,0],[0,150,94,125,16,126,151,5,60,187,95,104,32,0],[0,149,107,51,169,133,10,164,37,118,76,9,0],[0,59,174,45,64,33,7,175,101,110,3,86,0],[0,113,139,120,81,173,46,47,171,170,172,20,93,155,0],[0,127,18,176,132,13,83,84,68,179,131,34,177,77,0],[0,136,88,112,90,41,67,142,89,40,42,189,183,0],[0,43,105,31,160,8,96,186,129,39,75,0],[0,69,122,12,82,152,78,178,166,98,26,57,44,28,0],[0,196,135,198,140,21,92,185,195,193,65,192,194,157,190,0],[0,181,48,62,106,23,144,180,54,2,116,15,158,66,197,0],[0,165,97,124,11,49,168,70,6,50,148,99,25,80,167,0]],inf,11.439193964004517
200211.34647121583,[[0,163,128,79,130,188,74,161,30,162,109,56,38,108,0],[0,103,22,182,73,143,115,61,184,114,159,191,0],[0,141,121,35,154,87,36,137,19,123,153,14,4,102,0],[0,134,91,147,24,55,117,71,145,17,72,146,0],[0,52,85,100,27,63,119,58,29,138,156,53,1,111,0],[0,150,16,94,125,126,151,5,60,187,95,104,32,0],[0,133,107,149,51,10,169,164,37,118,76,9,0],[0,59,101,110,33,45,64,175,7,174,3,86,0],[0,155,113,93,139,20,172,81,120,173,46,170,47,171,0],[0,127,18,176,132,13,83,84,68,179,131,34,177,77,0],[0,90,67,41,112,136,88,142,89,40,189,42,183,0],[0,43,105,31,160,8,96,186,129,39,75,0],[0,28,78,152,82,12,122,69,178,166,98,26,57,44,0],[0,190,135,196,198,140,21,92,185,195,65,193,192,194,157,0],[0,181,48,62,106,23,144,180,54,2,116,15,158,66,197,0],[0,165,97,124,148,50,6,70,168,49,11,80,167,99,25,0]],inf,11.416884660720825
200753.8976524545,[[0,163,162,30,130,79,188,74,161,109,38,56,108,128,0],[0,22,159,114,184,61,115,143,73,182,103,191,0],[0,141,121,35,154,87,36,137,19,123,153,14,4,102,0],[0,134,91,147,24,55,117,71,17,145,72,146,0],[0,52,63,27,100,58,119,29,138,156,53,1,85,111,0],[0,151,126,125,94,16,150,60,5,187,95,104,32,0],[0,133,107,149,51,10,169,164,37,118,76,9,0],[0,59,33,174,45,64,101,175,7,110,86,3,0],[0,155,113,93,139,120,81,173,46,170,47,171,172,20,0],[0,127,18,176,132,13,83,84,68,179,131,34,177,77,0],[0,88,136,112,90,41,67,142,89,40,189,42,183,0],[0,43,105,31,160,8,96,186,129,39,75,0],[0,28,78,152,82,12,122,69,178,166,98,26,57,44,0],[0,196,135,198,140,21,92,185,195,65,193,192,194,157,190,0],[0,181,48,62,106,23,144,180,54,2,116,15,158,66,197,0],[0,165,97,124,11,49,168,70,6,50,148,99,25,80,167,0]],inf,11.426062822341919
203063.567627286,[[0,163,30,130,79,188,161,74,109,162,38,56,108,128,0],[0,22,159,114,184,61,115,143,73,182,103,191,0],[0,141,14,153,123,19,154,35,121,137,87,36,102,4,0],[0,134,91,147,24,55,117,71,17,145,72,146,0],[0,58,119,29,138,1,53,156,100,63,27,85,111,52,0],[0,150,94,125,16,126,151,5,60,187,95,104,32,0],[0,133,107,149,51,10,169,164,37,118,76,9,0],[0,59,33,64,45,174,101,175,7,110,86,3,0],[0,155,113,93,139,120,81,173,46,47,170,172,20,171,0],[0,84,83,13,132,176,18,127,77,177,34,131,179,68,0],[0,88,136,112,90,41,67,142,89,40,189,42,183,0],[0,43,105,31,186,96,160,8,129,39,75,0],[0,28,152,78,82,12,122,69,178,166,98,26,57,44,0],[0,196,135,198,140,21,92,185,195,65,193,192,194,157,190,0],[0,144,23,48,181,62,106,180,54,2,116,15,158,66,197,0],[0,165,124,97,148,50,6,70,168,11,49,99,25,80,167,0]],inf,11.432692050933838
201001.2579721282,[[0,163,130,79,188,161,74,109,162,30,128,56,38,108,0],[0,22,103,182,73,143,115,61,184,114,159,191,0],[0,141,154,35,121,137,36,87,19,123,153,14,4,102,0],[0,134,91,147,55,24,117,71,17,145,72,146,0],[0,58,119,29,138,156,53,1,63,27,100,85,111,52,0],[0,150,94,16,125,126,151,5,60,187,95,104,32,0],[0,169,133,164,76,9,118,37,51,10,107,149,0],[0,101,175,7,64,45,174,33,110,86,59,3,0],[0,113,93,139,20,172,171,47,170,46,173,81,120,155,0],[0,127,18,176,13,132,83,84,68,179,131,34,177,77,0],[0,88,136,112,90,41,67,142,89,40,189,42,183,0],[0,43,105,31,186,96,160,8,129,39,75,0],[0,28,152,78,82,12,122,69,178,166,98,26,57,44,0],[0,196,135,198,140,21,92,185,195,65,193,192,194,157,190,0],[0,144,23,106,181,48,62,180,54,2,116,15,158,66,197,0],[0,165,97,124,11,49,168,70,50,6,148,99,25,167,80,0]],inf,11.386693239212036
201729.58225261816,[[0,163,79,130,188,74,161,109,162,30,128,38,56,108,0],[0,22,159,114,184,61,115,143,73,182,103,191,0],[0,141,154,35,121,137,87,36,19,123,153,14,4,102,0],[0,134,91,147,24,55,117,71,17,145,72,146,0],[0,52,100,27,63,119,58,29,138,1,53,156,85,111,0],[0,94,150,16,125,126,151,5,60,187,95,104,32,0],[0,133,164,169,10,51,107,149,37,118,76,9,0],[0,110,101,175,7,45,64,33,174,59,86,3,0],[0,113,172,20,170,171,47,46,173,81,120,139,93,155,0],[0,127,18,176,132,13,83,84,68,179,131,34,177,77,0],[0,136,88,142,67,41,112,90,40,89,42,189,183,0],[0,43,105,31,186,96,160,8,129,39,75,0],[0,69,122,12,82,152,78,28,178,166,98,26,57,44,0],[0,196,135,198,140,21,92,185,195,65,193,192,194,157,190,0],[0,144,23,181,48,62,106,180,54,2,116,15,158,66,197,0],[0,165,97,124,25,99,148,50,6,70,168,49,11,167,80,0]],inf,11.472272396087646
200984.57661691005,[[0,163,79,130,188,74,161,109,162,30,128,56,38,108,0],[0,22,103,182,73,143,115,61,184,114,159,191,0],[0,141,154,35,121,137,87,36,19,123,153,14,4,102,0],[0,134,91,147,24,55,117,71,17,145,72,146,0],[0,58,119,29,138,1,53,156,100,27,63,85,111,52,0],[0,150,16,94,125,126,151,60,5,187,95,104,32,0],[0,149,107,51,10,169,133,164,37,118,76,9,0],[0,110,33,64,45,7,175,101,174,59,3,86,0],[0,113,93,139,20,172,170,171,47,46,173,81,120,155,0],[0,127,176,18,132,13,83,84,68,179,131,34,177,77,0],[0,88,136,112,90,41,67,142,89,40,189,42,183,0],[0,43,105,31,186,96,160,8,129,39,75,0],[0,28,152,78,82,12,122,69,98,166,178,26,57,44,0],[0,190,196,135,198,140,21,92,185,195,65,193,192,194,157,0],[0,144,181,48,62,106,23,180,54,2,116,15,158,66,197,0],[0,165,97,124,80,167,11,49,168,70,6,50,148,99,25,0]],inf,11.481043577194214
200861.84218968434,[[0,163,30,162,74,161,109,38,56,108,188,130,79,128,0],[0,103,22,182,73,143,115,61,184,114,159,191,0],[0,141,121,35,154,87,36,137,19,123,153,14,102,4,0],[0,134,91,147,24,55,117,71,17,145,72,146,0],[0,58,119,29,138,156,53,1,27,63,100,85,111,52,0],[0,150,16,94,125,126,151,5,60,187,95,104,32,0],[0,133,149,107,51,10,169,164,37,118,76,9,0],[0,59,33,174,45,64,101,175,7,110,3,86,0],[0,113,93,139,20,172,170,171,47,46,173,81,120,155,0],[0,127,18,177,77,176,132,13,84,83,68,179,131,34,0],[0,88,136,90,112,67,41,142,89,40,189,42,183,0],[0,43,105,31,186,96,160,8,129,39,75,0],[0,28,78,152,82,12,122,69,178,166,98,26,57,44,0],[0,196,135,198,140,21,92,185,65,195,193,192,194,157,190,0],[0,181,48,62,106,23,144,180,54,2,116,15,158,66,197,0],[0,165,97,124,25,99,148,50,6,70,168,49,11,167,80,0]],inf,11.422883033752441
