CMT10 FA KMEDOIDS

energy,arcs,distance,time(ms)
196594.33765981309,[[0,58,14,153,123,19,137,36,87,4,78,152,28,47,100,0],[0,115,181,160,96,31,105,43,54,2,116,15,158,66,0],[0,189,188,17,145,72,144,23,106,62,48,73,143,182,22,103,0],[0,109,24,55,117,71,146,180,187,95,104,32,0],[0,140,21,171,170,172,20,81,120,139,93,63,27,92,190,0],[0,57,179,77,177,7,175,64,45,174,33,3,0],[0,168,176,18,98,178,26,82,12,122,127,69,166,101,34,131,6,0],[0,167,186,134,91,147,162,74,56,38,129,39,75,150,0],[0,151,86,126,59,25,99,49,11,80,16,94,5,60,0],[0,51,10,169,84,133,83,132,13,68,107,149,0],[0,148,50,70,128,108,8,125,111,65,185,195,0],[0,173,121,35,154,46,119,97,44,124,53,1,0],[0,194,42,41,67,142,40,89,114,159,183,196,135,0],[0,163,164,37,118,76,9,79,130,30,161,197,0],[0,85,136,88,184,61,191,52,192,193,157,0],[0,141,113,165,102,110,29,138,156,155,90,112,198,0]],1876.7838902134667,188.27205514907837
195521.83488182843,[[0,118,37,76,9,79,130,188,161,74,56,108,8,105,0],[0,122,176,77,34,99,167,80,25,148,6,50,174,45,64,33,0],[0,178,69,127,18,133,84,169,51,107,68,179,131,177,101,0],[0,11,49,168,70,30,38,160,96,186,129,39,75,104,0],[0,189,139,121,35,154,173,172,20,81,120,93,63,27,65,0],[0,22,182,115,144,134,91,17,145,72,106,62,48,181,158,66,103,190,0],[0,94,86,110,175,7,166,98,26,57,44,97,124,0],[0,88,136,112,41,67,142,184,61,114,89,40,0],[0,152,78,14,153,123,19,137,36,87,4,58,47,119,171,0],[0,159,197,52,194,193,195,185,92,21,140,90,191,157,0],[0,162,109,24,55,117,71,146,23,143,73,0],[0,100,163,164,10,149,128,31,43,54,2,150,0],[0,83,13,132,12,82,28,102,46,170,29,0],[0,147,180,116,15,187,95,32,192,111,0],[0,135,126,59,16,125,5,151,53,138,1,156,85,0],[0,141,113,155,165,3,60,183,42,198,196,0]],1922.1196257657598,185.68631529808044
197962.40282752374,[[0,131,34,77,177,7,175,45,174,33,64,98,26,110,0],[0,189,122,153,4,58,47,46,154,35,81,120,20,172,170,171,0],[0,144,188,164,118,76,9,79,130,56,108,8,160,0],[0,176,83,133,84,169,37,51,10,107,68,179,104,0],[0,80,25,99,49,11,39,75,150,187,95,32,194,190,0],[0,72,129,186,71,117,55,24,109,31,105,43,54,2,0],[0,138,82,12,127,69,18,101,6,50,148,167,16,94,5,0],[0,119,28,102,14,123,19,36,87,137,121,173,139,93,0],[0,65,90,140,21,185,92,27,63,100,85,111,192,193,0],[0,155,165,78,152,44,97,124,29,53,151,156,0],[0,115,168,149,70,128,38,74,161,30,162,147,91,134,145,17,0],[0,197,52,196,135,67,89,114,42,183,191,157,0],[0,159,61,22,182,73,143,23,106,62,48,181,158,103,0],[0,13,132,166,178,57,86,3,126,59,125,0],[0,141,113,1,195,41,112,136,88,184,142,40,198,0],[0,163,96,146,180,116,66,15,60,0]],1929.3996839446384,188.21081519126892
196668.0110606051,[[0,158,144,56,108,38,8,160,96,31,105,43,54,2,0],[0,153,14,78,98,166,69,127,122,12,82,26,57,44,97,0],[0,189,21,65,138,29,124,53,151,156,85,92,185,195,193,0],[0,5,167,80,25,99,49,11,129,186,39,75,150,187,104,0],[0,115,188,79,130,30,161,74,109,24,55,117,71,146,48,0],[0,176,13,132,18,77,177,7,175,64,45,174,33,190,0],[0,110,178,101,34,131,6,50,148,59,126,3,86,0],[0,162,147,91,134,145,17,72,180,106,62,181,182,22,159,196,0],[0,70,149,133,179,68,107,37,118,76,9,128,168,94,0],[0,164,163,84,83,169,10,51,171,170,172,120,0],[0,119,152,28,47,58,102,154,35,173,81,20,93,63,100,0],[0,46,4,123,165,19,36,87,137,121,139,113,140,0],[0,135,41,67,142,184,61,114,89,40,197,52,194,0],[0,116,23,143,73,103,66,15,95,0],[0,32,155,141,90,112,198,42,183,191,157,0],[0,16,125,88,136,27,1,60,111,192,0]],1847.398578463793,189.8328058719635
198175.36355142572,[[0,158,186,56,108,38,8,160,96,31,105,43,54,104,0],[0,189,65,94,29,138,1,5,60,32,192,193,195,0],[0,101,175,33,174,45,64,166,178,98,26,57,110,0],[0,7,176,179,131,34,177,77,69,127,122,12,82,153,14,78,152,0],[0,115,144,188,118,37,76,9,79,130,30,161,74,109,24,55,0],[0,52,194,95,187,15,66,103,182,22,159,191,190,0],[0,135,85,119,47,58,4,28,97,124,53,151,156,111,0],[0,139,121,35,154,46,173,81,120,20,172,170,171,0],[0,116,2,150,75,39,129,168,128,70,49,11,167,80,25,0],[0,92,21,140,90,112,41,67,142,89,114,40,42,198,0],[0,44,123,19,165,137,36,87,102,93,27,100,0],[0,185,63,155,113,136,88,184,183,196,197,157,0],[0,86,99,169,10,51,149,6,50,148,59,126,0],[0,141,3,125,16,146,62,106,23,73,48,0],[0,61,143,72,17,145,134,91,147,117,71,180,181,0],[0,162,164,163,84,133,83,107,68,13,132,18,0]],1773.6442666833593,187.86802625656128
195242.78786769416,[[0,176,11,134,91,147,162,109,24,55,117,71,105,43,54,2,0],[0,189,158,115,144,188,145,72,62,106,23,143,73,48,181,182,22,61,0],[0,150,31,160,8,96,186,39,75,16,125,94,0],[0,99,118,37,76,9,128,168,49,167,80,25,126,3,190,0],[0,93,139,172,173,81,120,20,63,27,100,85,65,193,195,0],[0,58,28,153,122,12,82,166,98,178,26,57,110,44,97,0],[0,107,68,179,77,177,101,175,64,45,174,33,0],[0,140,194,103,66,15,187,95,104,32,192,0],[0,53,124,29,138,156,1,151,5,60,111,0],[0,70,79,130,30,161,74,56,38,108,129,59,86,0],[0,119,152,78,14,123,19,137,36,87,46,170,171,0],[0,90,21,165,121,35,154,4,102,47,92,185,0],[0,155,113,141,136,88,184,142,67,112,41,40,89,114,0],[0,69,34,83,133,84,169,10,51,149,131,6,50,148,0],[0,17,116,159,42,198,135,196,183,191,197,52,157,0],[0,7,127,18,132,13,163,164,146,180,0]],1897.8195280686466,186.81188583374023
198645.8153519645,[[0,158,2,116,15,187,95,104,32,192,193,185,195,0],[0,189,94,125,16,167,80,99,25,174,33,26,57,44,97,119,190,0],[0,115,144,109,24,55,117,71,96,31,105,43,54,180,62,0],[0,40,89,114,184,61,22,197,52,194,157,196,135,0],[0,65,28,58,47,46,173,172,20,81,120,139,93,27,0],[0,149,13,132,176,18,69,127,122,12,82,152,78,14,153,123,36,0],[0,108,56,188,74,161,30,130,79,9,76,37,118,70,0],[0,134,91,147,162,38,8,160,186,49,11,39,75,0],[0,155,113,121,35,154,170,171,63,100,92,21,140,90,112,67,41,0],[0,59,77,45,64,166,178,98,110,3,86,126,0],[0,107,83,133,84,169,10,51,128,168,129,150,5,0],[0,175,68,179,131,34,177,7,101,6,50,148,0],[0,182,73,48,181,66,103,191,183,42,0],[0,141,136,88,142,159,198,85,138,53,151,156,1,111,0],[0,165,19,137,87,102,4,124,29,60,0],[0,163,164,17,145,72,146,106,23,143,0]],1826.77330834614,188.99337029457092
193102.8256486737,[[0,85,65,195,194,52,197,191,183,189,42,198,135,196,157,190,0],[0,139,19,123,153,14,28,154,35,121,173,81,120,20,93,0],[0,144,182,115,61,184,142,67,112,41,40,89,114,159,0],[0,131,179,34,77,177,7,175,64,45,174,33,110,0],[0,168,118,37,76,9,79,130,188,161,74,56,108,8,0],[0,158,48,71,117,55,24,109,160,96,31,105,43,54,2,0],[0,49,149,107,68,83,133,84,169,10,51,128,70,99,0],[0,171,176,18,69,127,122,12,82,26,57,44,97,124,29,138,0],[0,87,148,50,6,101,166,98,178,152,78,4,58,0],[0,186,38,16,94,125,126,80,167,11,129,39,75,150,0],[0,21,104,72,134,147,91,145,17,146,180,106,62,22,0],[0,172,165,137,36,102,46,170,47,119,185,0],[0,140,90,141,113,155,92,27,63,100,111,32,192,193,0],[0,187,15,116,23,143,73,181,66,103,0],[0,136,88,59,53,1,156,151,5,60,95,0],[0,162,30,164,163,132,13,25,3,86,0]],1854.3781359320847,188.9417266845703
195129.56004479266,[[0,136,88,142,67,41,40,89,114,189,42,198,135,196,191,190,0],[0,141,113,155,93,139,154,173,81,120,172,20,63,100,27,92,0],[0,22,182,103,66,158,181,48,115,61,184,183,0],[0,34,149,164,37,118,76,9,70,168,11,49,99,25,80,167,0],[0,144,153,127,69,18,176,77,177,101,175,64,45,174,33,86,124,0],[0,178,51,169,10,107,68,179,131,6,50,0],[0,94,188,16,75,39,129,186,96,31,43,54,2,0],[0,104,72,145,17,74,161,109,24,55,117,71,146,180,0],[0,78,122,12,82,166,98,26,57,110,3,126,0],[0,132,13,83,133,84,163,79,130,56,38,8,0],[0,112,90,140,21,185,85,111,60,192,193,65,195,0],[0,171,119,58,7,148,59,125,5,151,53,29,138,1,0],[0,159,62,106,23,143,73,52,197,194,32,157,0],[0,134,91,147,162,30,108,160,105,150,116,15,187,95,0],[0,28,35,121,137,36,87,4,102,46,170,0],[0,128,152,14,123,19,165,47,44,97,156,0]],1897.9216235949505,190.61256909370422
191174.98542509784,[[0,122,176,77,34,7,45,64,166,98,178,26,57,110,44,0],[0,189,144,134,162,147,91,145,17,72,106,62,48,181,116,15,158,182,22,0],[0,21,140,90,141,113,93,139,120,81,172,20,63,100,27,92,0],[0,104,168,128,70,99,25,80,167,125,94,5,60,32,194,197,0],[0,88,136,112,41,67,142,40,89,114,183,198,0],[0,138,82,12,127,69,18,101,175,174,33,3,86,126,0],[0,65,115,105,160,8,96,31,146,180,43,54,2,190,0],[0,58,16,49,11,129,39,75,150,187,95,192,0],[0,188,107,133,83,132,13,68,179,131,6,50,0],[0,84,10,51,164,76,9,79,130,30,161,74,0],[0,85,29,97,124,53,151,156,1,111,193,195,0],[0,28,152,78,14,153,123,19,36,87,137,35,154,4,119,0],[0,155,165,121,173,46,102,47,170,171,185,0],[0,163,169,37,118,149,177,148,59,52,157,191,135,0],[0,143,71,117,55,24,109,56,108,38,186,159,42,196,0],[0,184,61,73,23,66,103,0]],1847.7102278184232,187.78594160079956
