A-n64-k9 RA KMEANS

energy,arcs,distance,time(ms)
72920.93512711665,[[0,62,53,15,7,51,0],[0,21,1,43,28,12,22,38,0],[0,52,26,35,27,14,17,57,18,0],[0,36,2,59,37,23,3,30,11,0],[0,44,39,40,50,31,49,55,0],[0,46,58,54,5,4,34,0],[0,13,32,42,9,19,20,48,0],[0,47,63,8,16,60,24,61,56,0],[0,10,41,33,45,29,25,6,0]],inf,0.6589999198913574
72673.11826976383,[[0,53,62,51,7,15,0],[0,21,28,1,43,12,22,38,0],[0,52,26,35,14,27,17,57,18,0],[0,59,36,2,23,37,30,3,11,0],[0,44,39,40,50,31,49,55,0],[0,58,46,54,5,4,34,0],[0,13,32,19,20,9,42,48,0],[0,63,47,8,16,60,24,61,56,0],[0,10,41,33,45,29,25,6,0]],inf,0.6590278148651123
73279.41703925421,[[0,62,53,51,7,15,0],[0,21,1,43,28,12,22,38,0],[0,52,35,26,27,14,17,57,18,0],[0,2,36,59,37,23,30,3,11,0],[0,40,39,44,50,31,55,49,0],[0,46,58,54,5,4,34,0],[0,13,42,32,9,19,20,48,0],[0,63,47,8,16,60,24,61,56,0],[0,10,41,33,45,29,25,6,0]],inf,0.6580257415771484
74308.2326633875,[[0,53,62,51,7,15,0],[0,21,1,28,43,12,22,38,0],[0,52,57,17,27,14,26,35,18,0],[0,36,2,59,37,23,3,30,11,0],[0,44,39,40,50,31,55,49,0],[0,46,58,5,54,4,34,0],[0,13,32,9,19,20,42,48,0],[0,63,47,8,16,60,24,61,56,0],[0,41,10,33,45,29,25,6,0]],inf,0.6536846160888672
76541.95284675756,[[0,51,62,53,15,7,0],[0,21,1,28,43,12,22,38,0],[0,52,26,35,14,27,17,57,18,0],[0,2,36,59,23,37,30,3,11,0],[0,40,39,44,50,31,55,49,0],[0,58,46,54,5,4,34,0],[0,13,32,42,9,19,20,48,0],[0,63,47,8,16,60,24,61,56,0],[0,41,10,33,45,29,25,6,0]],inf,0.6499996185302734
73655.59360175859,[[0,62,53,15,7,51,0],[0,21,1,43,28,12,22,38,0],[0,52,27,14,26,35,17,57,18,0],[0,36,2,59,37,23,3,30,11,0],[0,44,39,40,50,31,55,49,0],[0,46,58,5,54,4,34,0],[0,13,32,9,19,20,42,48,0],[0,63,47,8,16,60,24,61,56,0],[0,10,41,33,45,29,25,6,0]],inf,0.648514986038208
73592.05958083419,[[0,62,51,53,7,15,0],[0,21,1,28,43,12,22,38,0],[0,52,27,14,26,35,17,57,18,0],[0,36,2,59,37,23,30,3,11,0],[0,40,39,44,50,31,49,55,0],[0,46,54,58,5,4,34,0],[0,13,32,42,9,19,20,48,0],[0,63,47,8,16,60,24,61,56,0],[0,41,10,33,45,29,25,6,0]],inf,0.6459996700286865
61697.15036585596,[[0,7,51,62,53,15,0],[0,21,1,43,28,12,22,38,0],[0,52,26,35,14,27,17,57,18,0],[0,2,36,59,37,23,30,3,11,0],[0,44,39,40,50,31,49,55,0],[0,46,58,5,54,4,34,0],[0,13,32,9,19,20,42,48,0],[0,63,47,8,16,60,24,61,56,0],[0,10,41,45,33,29,25,6,0]],inf,0.647322416305542
74769.49616745586,[[0,15,53,51,62,7,0],[0,21,28,43,1,12,22,38,0],[0,52,26,35,14,27,17,57,18,0],[0,36,2,59,37,23,30,3,11,0],[0,40,44,39,50,31,55,49,0],[0,58,46,54,5,4,34,0],[0,13,32,9,19,20,42,48,0],[0,63,47,8,16,60,24,61,56,0],[0,41,10,25,29,45,33,6,0]],inf,0.6544342041015625
60581.57610401505,[[0,7,51,62,53,15,0],[0,21,1,43,28,12,22,38,0],[0,52,18,26,35,14,27,17,57,0],[0,36,2,59,37,23,30,3,11,0],[0,44,39,40,50,31,55,49,0],[0,46,58,5,54,4,34,0],[0,13,32,9,19,20,42,48,0],[0,63,47,8,16,60,24,61,56,0],[0,10,41,33,45,29,25,6,0]],inf,0.6512377262115479
