Golden_18 FA KMEANS

energy,arcs,distance,time(ms)
118548.58559114071,[[0,283,284,250,289,288,190,229,130,169,0],[0,222,163,103,104,70,168,109,10,108,49,0],[0,52,44,43,157,99,40,64,90,97,30,37,4,0],[0,175,115,56,106,55,166,126,66,46,6,0],[0,25,84,143,134,83,122,141,86,27,81,62,21,0],[0,179,137,135,234,181,138,78,133,73,114,54,1,13,0],[0,240,299,300,192,197,132,180,72,120,77,0],[0,87,68,88,8,92,91,63,89,34,0],[0,74,193,139,258,199,140,145,67,80,79,20,19,18,0],[0,198,253,241,294,195,136,76,12,17,16,15,0],[0,279,220,221,216,274,243,269,214,155,69,96,29,0],[0,57,116,226,186,233,178,119,60,118,173,59,58,113,53,0],[0,252,257,256,255,196,121,75,174,61,0],[0,164,224,223,282,270,219,160,210,184,124,102,42,0],[0,150,161,244,277,162,217,159,100,101,9,36,35,0],[0,39,41,154,209,183,94,149,123,142,31,3,0],[0,228,287,171,170,185,125,107,48,98,47,38,0],[0,295,296,297,251,292,191,237,131,176,0],[0,280,281,249,276,275,189,129,95,0],[0,232,291,290,285,230,225,110,165,65,50,105,45,5,0],[0,298,239,238,293,246,235,286,236,177,71,51,0],[0,85,200,259,260,187,205,127,204,254,203,194,23,0],[0,147,148,207,266,206,261,182,146,201,33,28,32,82,22,0],[0,208,267,268,273,188,213,128,211,262,152,151,202,0],[0,158,167,218,227,278,245,231,172,112,11,117,111,0],[0,247,265,264,263,242,144,7,24,0],[0,156,215,271,248,272,212,153,93,26,2,14,0]],1121.298532627712,489.20979952812195
118562.36388105113,[[0,42,270,244,279,220,161,156,69,9,36,0],[0,20,25,84,24,23,74,122,141,86,27,33,28,82,31,0],[0,292,251,297,296,177,176,112,11,51,50,105,0],[0,288,289,250,284,190,130,169,103,44,0],[0,203,204,85,7,79,133,61,73,1,0],[0,96,155,214,269,243,183,209,95,35,34,89,0],[0,283,224,229,228,168,70,109,10,108,49,0],[0,216,275,276,249,281,189,280,221,129,0],[0,198,253,241,294,195,135,234,181,193,138,121,0],[0,255,196,197,132,137,72,179,120,12,0],[0,287,245,290,231,172,71,171,117,56,106,55,0],[0,139,140,67,144,194,143,62,21,2,0],[0,258,199,200,259,260,187,205,127,145,80,19,0],[0,39,101,160,219,210,159,99,64,90,97,4,30,37,0],[0,277,282,223,222,163,217,162,184,124,150,40,0],[0,87,88,93,68,148,207,266,261,206,147,146,201,81,26,0],[0,211,271,272,213,212,8,92,202,151,63,29,0],[0,186,233,178,119,60,77,136,76,17,16,15,114,13,0],[0,230,285,225,111,116,52,57,110,165,65,45,5,0],[0,104,164,278,227,218,185,125,158,107,48,47,98,38,0],[0,53,113,58,59,173,118,126,66,6,46,0],[0,262,274,215,154,94,149,123,142,91,32,22,3,0],[0,238,295,237,191,291,232,131,236,226,175,166,115,0],[0,247,265,264,263,254,242,182,83,134,14,0],[0,267,268,248,273,188,208,128,153,152,0],[0,256,257,252,192,240,239,180,174,75,78,18,54,0],[0,300,299,298,293,246,235,286,170,167,43,102,157,100,41,0]],1112.9921612958076,481.74639081954956
119717.92499479854,[[0,0,39,42,104,44,43,102,157,124,64,97,90,30,37,0],[0,270,269,243,209,154,149,35,34,89,63,31,82,29,0],[0,233,239,240,192,197,132,180,72,77,17,0],[0,272,271,262,211,92,88,8,87,33,28,27,26,81,0],[0,295,178,179,120,12,76,174,75,16,15,114,18,54,13,0],[0,266,267,268,273,188,208,207,148,147,146,201,141,86,21,0],[0,225,230,171,112,116,52,57,56,55,106,58,113,173,118,59,53,0],[0,140,259,187,205,127,145,144,7,25,0],[0,229,289,250,284,283,282,223,164,70,109,103,0],[0,41,161,220,244,277,222,163,217,162,184,159,210,0],[0,248,213,153,152,202,151,123,142,3,22,0],[0,254,203,194,143,84,83,134,122,62,2,0],[0,199,258,294,195,136,137,196,255,241,253,198,139,80,0],[0,224,190,288,287,245,290,231,172,177,176,115,0],[0,278,227,108,158,107,167,218,185,125,65,0],[0,166,226,175,186,126,66,46,6,0],[0,286,235,236,71,117,11,111,51,110,165,38,0],[0,20,234,135,181,138,193,121,133,78,61,73,0],[0,212,128,206,261,242,182,24,74,23,0],[0,170,285,228,130,169,168,10,49,48,47,98,0],[0,274,275,221,129,215,156,69,96,155,95,0],[0,256,257,252,300,299,298,246,293,238,119,60,0],[0,200,260,247,265,264,204,67,85,79,19,0],[0,91,183,94,36,9,101,100,40,4,0],[0,237,296,297,251,292,191,291,232,131,0],[0,214,216,276,249,281,189,280,279,219,160,150,99,0],[0,263,68,93,32,14,1,50,105,45,5,0]],1143.8534048406495,489.61330223083496
117521.79113948699,[[0,141,242,254,203,194,143,84,24,83,134,62,21,0],[0,207,208,267,266,261,206,146,201,182,122,74,23,0],[0,211,271,212,153,68,93,88,8,92,32,82,0],[0,99,150,159,210,184,162,217,102,157,64,4,0],[0,108,168,169,70,109,10,103,44,43,42,0],[0,220,222,277,244,270,219,160,101,9,95,29,0],[0,53,59,173,118,178,126,166,66,46,6,0],[0,200,259,187,205,127,145,85,7,25,20,0],[0,104,223,282,283,190,229,130,164,163,97,30,0],[0,297,237,131,236,177,176,117,11,116,52,57,0],[0,224,284,250,289,288,228,227,167,158,107,48,47,98,38,0],[0,55,106,56,115,233,238,293,239,179,120,77,76,75,16,17,0],[0,195,137,197,192,240,132,180,72,119,60,0],[0,18,78,138,193,121,174,61,114,73,54,1,0],[0,49,279,161,156,274,269,214,155,69,96,41,40,39,90,37,0],[0,263,204,140,139,198,253,241,181,234,135,15,13,0],[0,171,230,285,291,232,231,172,71,112,111,170,225,110,0],[0,272,273,248,268,188,213,128,148,147,0],[0,196,255,256,257,252,300,299,298,246,58,113,0],[0,124,36,183,123,149,94,35,89,34,22,0],[0,221,280,281,249,276,189,216,129,100,0],[0,251,292,191,296,295,235,286,186,226,175,0],[0,154,209,151,202,142,91,33,28,87,27,86,81,26,2,14,0],[0,218,278,287,290,245,185,165,105,50,5,45,0],[0,260,247,265,264,144,67,80,79,133,19,0],[0,275,215,243,262,152,63,31,3,0],[0,199,258,294,136,12,51,125,65,0]],1112.6384542291669,489.79728865623474
118668.53493409447,[[0,274,216,281,249,276,275,215,269,214,155,96,95,36,0],[0,272,273,248,268,188,213,128,148,147,0],[0,222,277,244,270,219,160,100,101,9,41,40,0],[0,286,235,295,191,232,131,176,226,175,115,55,46,53,0],[0,120,180,132,137,136,76,77,12,60,17,16,0],[0,94,149,35,89,34,123,142,63,22,3,0],[0,225,172,231,291,290,245,285,230,171,111,57,56,0],[0,292,251,297,296,237,236,177,71,112,116,106,0],[0,255,300,256,197,239,298,246,293,238,119,6,0],[0,161,220,279,280,189,221,129,156,69,0],[0,196,195,294,241,253,198,139,7,24,23,14,0],[0,84,25,20,78,174,75,61,15,114,73,1,13,54,0],[0,86,85,80,79,234,135,181,138,193,121,133,19,0],[0,179,44,217,162,184,159,124,150,64,39,0],[0,166,117,11,170,110,51,105,50,165,107,158,48,47,98,38,0],[0,113,58,59,173,118,178,233,186,126,66,0],[0,154,209,183,151,202,152,88,8,93,87,32,0],[0,52,167,218,185,125,65,45,5,0],[0,99,210,164,169,168,109,70,104,103,157,102,97,90,30,37,0],[0,271,243,262,211,212,153,68,92,91,31,82,29,0],[0,287,288,229,224,130,228,278,227,108,10,49,0],[0,18,199,140,203,254,182,146,33,28,27,26,2,0],[0,266,267,208,207,206,261,201,122,141,62,81,21,0],[0,258,259,200,205,127,204,145,67,144,143,83,0],[0,289,250,284,190,283,282,223,163,43,42,0],[0,265,247,260,187,264,263,242,194,134,74,0],[0,299,252,257,192,240,72,4,0]],1126.3760896553022,480.3834614753723
118621.15057696414,[[0,0,178,293,238,120,77,17,59,173,118,113,66,6,46,0],[0,73,19,20,25,144,85,7,84,134,24,23,74,14,0],[0,275,276,249,281,280,189,129,161,41,0],[0,42,102,99,39,35,149,94,123,63,31,82,22,29,0],[0,244,277,222,162,217,124,64,97,90,37,30,0],[0,147,261,206,182,194,143,83,122,141,62,0],[0,80,140,258,199,139,198,253,241,294,195,136,16,15,0],[0,283,282,223,164,169,228,227,168,70,109,44,43,0],[0,202,211,208,207,148,68,93,8,87,33,27,0],[0,21,92,151,209,154,95,155,69,96,9,36,0],[0,257,252,300,299,239,180,179,119,12,60,0],[0,291,292,251,297,191,232,231,172,71,0],[0,271,272,273,248,268,188,213,128,153,28,0],[0,157,270,279,220,219,160,101,100,184,159,210,150,40,0],[0,235,295,296,237,131,236,177,176,175,226,115,55,58,53,0],[0,163,104,10,49,108,125,158,48,98,47,38,0],[0,240,132,76,234,135,181,138,193,121,78,0],[0,170,290,230,285,171,111,11,117,112,116,52,56,106,0],[0,203,254,266,267,212,262,152,88,201,146,86,81,26,2,0],[0,32,91,142,34,89,57,110,165,65,50,105,45,5,0],[0,229,288,289,250,284,190,224,130,103,0],[0,197,256,255,196,137,72,75,174,114,13,1,54,0],[0,205,264,265,247,260,187,259,200,127,0],[0,192,298,246,286,186,233,126,166,0],[0,156,221,216,215,274,243,269,214,183,3,0],[0,242,263,204,145,67,79,133,61,18,0],[0,51,225,278,287,245,185,218,167,107,4,0]],1120.4476592807757,486.31118965148926
118750.53234096666,[[0,80,258,241,253,181,193,138,121,78,19,0],[0,237,292,291,232,131,236,177,71,111,57,52,0],[0,214,269,211,262,212,152,88,87,27,86,141,62,14,0],[0,44,103,163,222,277,184,157,102,43,42,97,90,37,30,0],[0,100,101,154,209,123,142,63,82,3,22,0],[0,106,116,117,112,11,225,170,165,65,5,0],[0,294,195,137,72,120,179,119,60,12,17,16,0],[0,224,283,282,223,164,130,169,70,168,109,104,0],[0,203,254,206,266,207,148,68,8,93,92,202,151,0],[0,23,74,24,25,84,134,83,122,26,81,2,21,0],[0,290,287,228,278,227,10,49,108,167,158,48,47,98,38,0],[0,107,218,171,172,231,230,285,185,125,105,50,45,0],[0,20,197,192,240,132,136,135,234,75,174,15,114,73,0],[0,77,180,239,298,246,293,238,233,178,173,118,59,113,58,53,0],[0,280,281,189,216,215,243,183,94,149,0],[0,33,34,41,219,270,244,217,162,124,99,150,40,39,0],[0,279,220,161,69,160,159,210,64,4,0],[0,208,267,268,188,272,213,128,28,32,91,31,0],[0,259,260,247,265,264,187,200,127,85,0],[0,263,205,204,145,144,67,140,199,198,139,79,133,0],[0,221,129,156,155,96,9,36,95,35,89,29,0],[0,299,300,252,257,256,255,196,76,61,13,0],[0,249,276,275,274,271,153,261,242,182,146,0],[0,251,297,191,296,235,176,226,175,115,56,55,0],[0,248,273,147,201,194,143,7,18,54,1,0],[0,229,289,250,284,190,288,245,110,51,0],[0,295,286,186,126,166,66,46,6,0]],1155.0844269515014,487.82090401649475
118092.85208789493,[[0,137,180,179,119,60,12,77,76,17,16,15,73,13,0],[0,250,284,224,164,163,103,104,10,108,49,44,0],[0,270,244,277,162,217,124,157,102,64,42,37,0],[0,221,280,281,249,276,189,216,215,95,34,29,0],[0,80,140,204,205,187,200,127,145,67,25,0],[0,271,272,213,128,153,68,8,88,92,0],[0,51,52,57,176,11,117,112,116,55,46,6,0],[0,253,135,234,193,138,121,174,61,114,1,54,0],[0,177,286,235,178,58,113,59,118,173,126,166,66,53,0],[0,154,219,279,220,161,156,69,155,96,9,36,41,0],[0,110,228,287,278,227,218,167,107,158,48,98,47,38,5,45,0],[0,142,93,87,86,143,84,144,85,7,79,20,19,0],[0,172,231,171,111,225,170,125,165,65,105,50,0],[0,283,223,282,160,159,150,99,40,39,90,97,30,4,0],[0,192,197,196,255,258,199,241,294,195,136,75,0],[0,274,275,129,209,123,91,32,3,22,0],[0,222,184,210,100,101,149,94,35,89,63,82,31,0],[0,203,263,261,206,207,147,146,201,182,122,141,21,0],[0,288,289,190,229,130,169,70,109,43,0],[0,239,298,246,293,238,233,186,226,175,115,56,106,0],[0,256,257,252,300,299,240,132,72,120,0],[0,168,290,291,232,131,285,230,245,185,0],[0,183,151,28,33,27,26,81,62,2,14,0],[0,295,296,297,251,292,191,237,236,71,0],[0,264,265,247,260,259,139,198,181,78,133,18,0],[0,214,269,243,148,266,242,254,194,83,134,24,23,74,0],[0,267,268,248,273,188,208,212,262,211,152,202,0]],1139.0156150308676,479.7489061355591
121449.97765288423,[[0,205,204,203,254,242,182,194,143,134,24,23,14,0],[0,269,215,274,243,211,212,68,152,92,33,0],[0,167,278,227,169,130,164,70,109,108,48,47,98,0],[0,36,95,154,209,183,123,142,63,31,22,0],[0,80,199,258,259,187,200,127,140,139,79,0],[0,41,159,217,162,43,102,150,99,64,90,97,4,37,0],[0,202,28,27,86,141,122,74,62,2,21,0],[0,53,115,166,126,118,173,59,58,113,66,106,55,46,0],[0,186,233,178,119,60,12,77,76,17,16,15,0],[0,239,298,235,286,176,116,117,111,52,57,51,110,105,50,45,0],[0,137,196,255,256,197,240,132,180,72,179,120,0],[0,214,156,161,220,279,270,219,160,69,155,96,101,100,0],[0,229,283,223,282,244,277,222,163,103,157,42,39,30,0],[0,299,300,252,257,192,136,195,181,18,0],[0,287,288,289,250,284,190,224,124,40,0],[0,151,262,271,153,148,207,206,261,146,87,8,32,91,82,0],[0,44,104,10,49,125,165,65,5,0],[0,184,210,9,94,149,35,34,89,29,3,0],[0,168,228,245,290,230,285,170,185,218,158,107,38,0],[0,221,280,281,249,276,275,189,216,129,0],[0,263,266,208,268,248,273,272,213,128,88,93,26,81,0],[0,260,247,265,264,145,67,144,85,7,0],[0,75,234,135,294,241,253,198,193,138,121,78,133,19,0],[0,237,297,251,292,191,291,232,231,172,171,225,0],[0,147,201,83,84,25,20,61,114,73,13,1,54,0],[0,296,295,238,293,246,236,131,177,175,226,56,0],[0,188,267,174,71,11,112,6,0]],1137.156698321136,484.087730884552
116825.42061061822,[[0,0,217,277,222,163,103,44,43,64,90,97,4,0],[0,34,154,152,68,147,88,8,93,87,27,0],[0,149,91,14,24,134,83,62,141,86,26,81,2,21,0],[0,53,115,175,226,166,118,173,59,66,55,106,6,46,0],[0,213,272,271,243,209,183,151,202,32,31,82,22,0],[0,214,275,276,249,281,189,216,129,155,0],[0,60,180,137,136,195,294,241,253,198,181,234,135,75,0],[0,288,289,250,284,190,229,130,169,168,0],[0,290,291,232,231,172,171,111,52,51,110,105,65,0],[0,228,287,245,278,227,218,185,125,165,50,0],[0,230,285,235,236,177,71,117,112,11,116,56,0],[0,267,268,248,273,188,208,128,153,92,0],[0,263,266,207,148,206,261,242,254,203,143,122,74,23,0],[0,100,220,279,270,184,159,210,124,150,99,39,30,0],[0,170,225,109,104,49,108,167,107,158,48,98,47,38,5,45,0],[0,193,140,145,204,144,85,67,80,79,133,1,0],[0,238,239,179,72,120,12,17,16,15,54,13,0],[0,205,187,200,127,7,20,19,18,114,73,0],[0,212,262,269,274,215,156,69,96,9,41,40,0],[0,162,224,283,282,223,164,70,10,102,157,42,37,0],[0,296,297,251,292,191,237,131,176,57,0],[0,264,265,247,260,259,258,199,139,138,61,0],[0,161,221,280,244,219,160,101,36,95,94,35,89,29,0],[0,211,182,28,33,142,123,63,3,0],[0,146,201,194,84,25,78,121,174,119,178,233,126,0],[0,197,257,252,300,299,298,246,186,113,58,0],[0,286,295,293,196,255,256,192,240,132,77,76,0]],1131.4269885235217,481.45881366729736
