Golden_20 FA KMEANS

energy,arcs,distance,time(ms)
239415.03459628441,[[0,74,120,132,78,79,193,142,83,24,6,18,0],[0,90,273,302,321,270,211,152,67,87,92,86,27,0],[0,337,344,289,349,404,364,397,304,244,277,226,0],[0,72,13,20,25,80,26,85,61,133,82,23,22,73,12,53,0],[0,59,177,232,185,105,45,5,52,112,57,117,172,58,0],[0,28,261,150,201,122,141,62,30,81,21,2,0],[0,19,241,260,205,146,145,121,140,1,17,0],[0,163,222,223,189,228,129,227,168,69,0],[0,54,174,110,50,51,56,55,114,165,125,65,0],[0,209,160,159,218,269,243,276,221,162,183,216,161,0],[0,179,256,299,358,417,412,357,298,191,239,131,136,0],[0,214,215,188,220,128,155,68,154,95,0],[0,387,307,327,247,272,187,212,127,0],[0,32,91,7,151,210,242,268,213,208,153,148,33,0],[0,14,77,139,138,137,76,11,16,15,173,60,113,0],[0,197,135,238,178,119,71,75,134,233,180,0],[0,402,343,407,408,369,403,309,348,249,0],[0,48,107,47,106,157,166,217,184,124,164,109,49,0],[0,352,296,355,414,405,354,345,294,234,175,10,116,115,225,0],[0,378,319,383,384,366,379,306,324,246,0],[0,290,231,130,235,176,171,230,229,284,224,169,170,111,0],[0,279,281,336,341,396,363,389,338,303,329,278,219,0],[0,265,320,325,380,382,323,264,322,373,361,301,262,202,0],[0,204,263,186,199,126,144,66,143,84,0],[0,335,394,395,368,400,308,399,340,248,0],[0,293,314,413,315,255,196,195,254,353,300,312,257,198,0],[0,41,42,43,102,101,156,123,63,96,89,29,36,0],[0,316,375,376,371,419,418,311,359,251,0],[0,356,415,416,370,411,310,410,351,250,0],[0,297,236,190,295,365,305,245,0],[0,37,103,167,108,9,46,64,104,4,44,0],[0,158,40,88,34,94,35,8,100,99,149,98,39,38,0],[0,259,318,377,374,360,372,317,258,252,240,194,192,0],[0,253,203,313,385,326,267,330,381,390,331,271,200,181,0],[0,97,283,288,347,346,406,409,350,291,70,285,292,237,118,0],[0,332,391,392,367,386,266,207,206,147,182,0],[0,31,393,362,388,333,334,275,274,328,93,3,0],[0,286,287,282,342,401,398,339,280,0]],2136.6322697634596,882.0492722988129
239422.038401218,[[0,332,391,392,367,387,307,386,327,247,0],[0,41,43,42,209,123,101,156,149,98,63,89,96,29,0],[0,14,138,78,79,6,18,17,60,72,113,53,0],[0,28,90,141,208,153,148,93,33,88,62,81,30,2,21,0],[0,229,286,244,217,166,157,106,48,9,108,107,47,0],[0,345,294,285,234,175,235,176,230,171,70,10,0],[0,146,260,205,206,147,67,87,86,27,26,85,80,20,0],[0,317,372,413,314,374,315,256,255,239,131,179,71,0],[0,40,215,188,220,128,155,154,95,8,35,0],[0,232,185,292,237,178,119,11,59,118,117,58,0],[0,24,193,202,203,143,66,84,83,142,82,133,23,73,0],[0,75,194,197,252,240,293,180,134,233,120,0],[0,415,355,296,290,404,350,250,291,190,231,0],[0,313,325,380,385,361,373,322,301,320,265,241,0],[0,275,274,214,273,302,321,270,261,151,182,150,0],[0,264,319,379,306,324,246,259,258,199,126,0],[0,160,243,269,218,159,99,100,68,94,34,0],[0,405,354,295,236,130,284,170,224,124,164,109,49,0],[0,238,298,299,191,196,136,135,76,16,15,173,74,77,0],[0,207,267,272,187,212,211,152,92,32,91,201,122,0],[0,103,227,228,189,223,129,168,69,167,0],[0,323,382,383,384,366,378,318,377,360,353,0],[0,333,388,362,381,330,271,331,326,266,127,0],[0,165,114,105,37,97,46,64,104,44,4,5,0],[0,45,221,276,281,222,163,162,216,161,183,158,39,38,36,0],[0,312,137,132,19,22,121,140,61,25,1,13,0],[0,346,397,364,304,344,289,110,111,115,51,50,0],[0,279,398,336,341,396,363,389,338,303,329,278,219,0],[0,393,334,335,395,308,400,399,340,248,339,280,0],[0,177,225,174,116,56,55,54,65,125,172,112,57,52,0],[0,349,409,351,410,411,370,416,310,356,414,195,254,0],[0,359,417,358,357,412,365,305,352,297,245,0],[0,348,407,408,369,403,309,402,343,249,0],[0,406,347,288,283,342,401,282,287,337,277,226,184,169,0],[0,390,328,242,268,213,31,7,200,145,181,0],[0,144,253,262,263,204,186,300,257,198,139,192,12,0],[0,210,375,376,371,419,418,311,316,251,0],[0,368,394,102,3,0]],2220.3634926339623,871.2430617809296
236863.15213259414,[[0,362,388,333,334,274,273,268,213,182,208,153,93,0],[0,236,295,296,291,350,290,190,231,130,230,0],[0,43,9,103,102,156,42,41,96,89,3,29,36,0],[0,28,34,88,33,31,90,141,62,21,2,81,30,0],[0,35,94,154,68,95,8,100,99,40,39,0],[0,148,122,201,150,261,151,67,87,91,32,86,0],[0,281,269,218,160,220,279,339,280,188,215,128,155,0],[0,56,289,344,304,286,244,277,226,217,166,106,97,164,109,0],[0,165,225,234,235,176,175,116,10,110,51,55,114,54,0],[0,330,270,321,302,242,210,211,152,147,146,145,140,0],[0,14,173,132,79,6,19,18,17,60,113,72,12,53,0],[0,357,412,297,292,237,238,71,119,178,177,125,172,0],[0,341,396,401,342,402,343,249,283,282,223,129,0],[0,37,48,108,107,157,47,46,64,4,44,104,49,0],[0,199,258,186,204,203,144,66,84,143,83,0],[0,335,394,395,368,400,308,399,340,248,0],[0,228,347,406,364,397,346,337,227,168,69,167,0],[0,407,408,369,403,309,348,288,287,189,0],[0,101,216,161,183,209,158,123,98,149,63,38,0],[0,375,316,418,419,371,376,311,359,251,0],[0,197,252,374,360,372,317,312,257,198,126,139,138,0],[0,352,356,415,414,405,354,294,345,305,245,285,111,224,0],[0,7,27,26,85,61,25,80,1,20,13,0],[0,256,315,300,353,254,196,191,239,131,179,0],[0,332,391,392,367,387,307,386,327,247,0],[0,365,298,299,255,413,314,195,136,135,194,293,233,192,0],[0,378,319,383,384,366,379,306,324,246,0],[0,349,404,409,410,411,370,416,310,351,250,0],[0,266,326,267,272,331,271,212,187,207,127,0],[0,74,52,185,232,118,59,11,76,75,16,15,0],[0,398,389,338,222,163,159,219,278,329,243,276,221,162,0],[0,264,259,318,377,240,134,180,137,120,77,0],[0,363,303,336,184,169,124,50,0],[0,385,361,373,322,313,253,202,193,142,133,82,73,23,24,78,0],[0,381,390,393,275,214,328,92,200,205,265,262,241,181,0],[0,284,170,115,105,5,45,65,57,112,117,58,0],[0,263,323,382,380,325,301,320,206,260,121,22,0],[0,358,417,355,229,171,70,174,0]],2189.2436761773142,871.4279689788818
238094.46434838016,[[0,319,378,379,366,384,383,306,324,246,0],[0,335,394,395,368,400,308,399,340,248,0],[0,161,336,303,329,278,219,159,218,183,158,209,149,0],[0,273,214,155,154,95,8,35,94,93,148,34,88,33,0],[0,285,110,116,70,175,225,125,172,117,58,112,0],[0,300,312,257,198,139,138,197,252,240,293,194,134,0],[0,270,321,302,330,381,390,331,272,187,212,207,266,0],[0,28,210,242,268,213,208,153,122,81,21,2,0],[0,59,16,15,14,19,6,79,78,18,17,113,72,12,53,0],[0,115,56,51,55,114,165,65,105,54,45,5,52,0],[0,347,407,408,369,403,309,348,249,288,0],[0,344,289,229,170,224,184,217,166,106,47,46,64,0],[0,374,315,256,299,358,298,239,191,255,196,136,178,0],[0,409,350,290,190,236,130,230,284,169,109,104,0],[0,204,259,314,413,360,372,317,258,199,126,203,144,0],[0,133,23,22,73,61,121,142,143,84,83,24,0],[0,77,237,292,238,179,71,119,11,76,75,74,173,0],[0,87,260,206,147,152,67,146,145,200,181,193,82,0],[0,27,32,91,7,92,86,26,85,25,80,1,0],[0,234,291,296,295,305,345,294,235,176,171,10,111,0],[0,37,97,102,103,48,107,157,124,164,49,44,4,0],[0,396,341,281,222,282,223,189,287,228,129,163,0],[0,338,389,363,401,402,343,342,283,406,397,346,286,227,168,0],[0,356,416,370,411,310,410,351,250,355,0],[0,231,349,404,304,244,277,226,167,108,9,0],[0,382,361,373,322,323,264,263,262,313,241,253,202,0],[0,418,419,371,376,375,316,311,359,251,0],[0,364,337,216,123,101,63,89,3,0],[0,332,391,392,367,387,307,386,327,247,0],[0,41,43,42,156,98,68,100,99,40,39,38,96,36,29,0],[0,269,243,276,221,162,69,50,174,185,0],[0,417,415,414,354,405,365,412,357,352,297,245,118,0],[0,261,211,151,201,150,182,141,62,30,90,31,0],[0,325,380,385,326,267,271,127,265,320,301,205,140,0],[0,20,318,377,353,254,195,131,233,180,137,192,132,0],[0,398,339,275,334,388,333,274,188,220,128,160,0],[0,186,66,177,232,135,120,60,0],[0,57,393,362,328,215,280,279,13,0]],2184.054473825291,873.2552678585052
239590.1250517589,[[0,252,293,194,134,180,192,120,74,60,113,53,0],[0,145,146,152,211,127,206,147,67,87,86,0],[0,417,405,354,294,345,297,357,412,365,305,245,0],[0,276,221,162,216,161,183,158,209,123,98,149,39,0],[0,271,212,207,266,187,267,272,331,330,381,302,0],[0,265,264,323,324,246,259,186,204,263,322,373,313,0],[0,28,141,122,148,33,88,62,30,81,21,2,0],[0,351,410,411,370,416,310,415,356,250,0],[0,132,19,24,83,84,66,6,79,78,18,17,0],[0,270,321,390,362,388,333,328,273,242,261,201,91,92,0],[0,16,240,312,257,198,197,138,137,77,173,15,14,72,12,0],[0,332,391,392,367,387,307,386,327,247,0],[0,37,48,107,166,157,47,97,64,109,104,49,4,0],[0,22,26,85,140,121,61,25,80,1,20,0],[0,406,347,346,397,337,244,289,344,304,404,349,290,0],[0,281,336,396,363,389,338,303,329,278,219,160,159,0],[0,393,215,214,155,154,95,68,100,8,94,35,0],[0,401,342,283,189,228,223,129,168,69,108,0],[0,374,377,318,317,372,360,413,314,300,353,254,195,0],[0,139,258,199,126,144,203,253,202,193,142,82,133,23,73,0],[0,239,298,191,255,196,131,179,71,119,0],[0,231,350,291,296,355,295,190,236,130,230,0],[0,90,210,268,213,153,208,182,150,151,7,32,31,0],[0,340,399,400,308,335,248,339,398,341,282,163,0],[0,111,110,56,55,114,165,65,105,54,45,5,52,0],[0,44,46,229,170,224,164,124,106,9,103,102,43,0],[0,287,227,277,226,217,184,169,50,51,116,115,174,232,0],[0,222,243,269,218,99,93,34,40,101,42,41,96,36,0],[0,409,364,286,167,156,63,38,89,3,29,0],[0,319,378,379,366,384,306,383,382,361,0],[0,284,171,285,234,235,176,70,10,175,225,117,57,0],[0,262,385,326,325,380,320,301,241,260,205,200,27,13,0],[0,256,316,376,371,419,311,359,251,358,299,0],[0,135,136,178,237,292,185,177,172,11,76,75,0],[0,280,368,395,394,334,275,188,220,128,0],[0,343,402,403,369,408,407,309,348,249,0],[0,233,315,375,418,352,238,118,59,58,125,112,0],[0,414,288,279,274,181,143,0]],2217.275860144108,874.2544591426849
236472.50938930534,[[0,28,21,2,30,81,62,141,90,31,32,27,86,0],[0,324,383,384,306,319,246,192,77,120,74,0],[0,317,372,360,413,314,353,254,195,136,135,76,11,0],[0,19,233,300,240,252,180,137,132,18,17,0],[0,174,115,235,176,70,10,110,56,51,50,0],[0,73,193,142,23,133,82,121,140,85,26,80,1,0],[0,366,379,378,313,253,202,143,84,66,138,79,0],[0,289,344,349,404,364,397,346,337,286,304,244,0],[0,237,292,238,298,239,196,131,179,71,178,119,0],[0,144,203,204,199,126,198,139,83,6,78,0],[0,220,128,155,68,154,95,8,94,35,0],[0,263,264,323,322,373,361,380,325,265,320,301,262,0],[0,201,210,242,268,213,182,208,153,148,122,88,0],[0,326,272,331,391,332,247,267,187,271,212,0],[0,197,377,318,259,186,258,257,312,293,194,134,75,173,113,0],[0,232,177,117,172,58,57,112,165,114,55,54,105,45,5,52,0],[0,328,273,333,388,362,381,330,302,321,270,211,152,87,0],[0,339,398,363,396,341,336,281,222,223,228,129,163,0],[0,406,347,287,227,168,167,108,9,48,107,166,106,0],[0,295,236,130,230,171,170,277,226,217,184,224,0],[0,402,343,407,408,369,403,309,348,249,0],[0,340,399,400,368,395,394,308,335,248,0],[0,358,417,418,419,371,376,311,359,251,0],[0,409,350,291,290,231,190,296,355,354,405,345,294,285,225,0],[0,351,410,411,370,416,310,415,356,250,0],[0,150,261,147,205,206,207,127,151,92,7,91,0],[0,41,42,43,103,102,156,63,96,89,36,3,29,0],[0,101,162,158,209,183,216,161,123,149,98,39,38,0],[0,352,297,357,412,414,365,305,245,234,175,0],[0,299,316,375,374,315,256,255,191,118,65,0],[0,393,334,275,274,215,188,280,279,219,278,329,269,218,0],[0,185,125,59,16,15,14,60,72,12,53,0],[0,283,282,221,276,243,160,159,100,99,40,34,93,33,0],[0,390,382,385,386,387,367,392,307,327,266,260,145,0],[0,37,109,169,164,124,157,47,97,46,64,49,104,44,0],[0,24,22,67,146,241,181,200,25,20,13,0],[0,214,338,389,303,401,342,288,189,69,0],[0,229,284,116,111,4,61,0]],2155.3693711530823,874.2406499385834
237412.6187676219,[[0,337,244,277,226,167,69,108,9,107,0],[0,173,185,232,177,118,59,11,76,75,15,14,0],[0,237,292,238,239,255,196,131,179,71,178,119,0],[0,220,279,280,188,215,128,155,68,154,0],[0,88,40,243,276,221,162,161,123,98,149,39,38,0],[0,121,140,85,26,1,20,80,25,61,13,0],[0,234,415,356,250,296,190,236,130,175,0],[0,409,350,290,231,230,284,224,124,164,109,104,49,44,37,0],[0,358,299,191,256,315,374,413,314,353,254,195,136,135,0],[0,41,101,156,102,43,42,63,96,89,3,36,29,0],[0,84,147,146,200,181,193,142,82,133,22,73,23,83,24,0],[0,261,242,268,213,208,153,94,35,93,122,141,90,81,0],[0,55,114,165,125,117,58,112,105,54,45,5,52,0],[0,266,207,127,210,151,201,150,182,148,34,33,0],[0,271,331,272,267,187,212,211,152,67,92,32,0],[0,259,382,323,264,263,204,186,199,126,203,144,0],[0,95,160,219,278,329,216,183,209,158,99,100,8,0],[0,327,247,326,385,361,373,322,262,253,202,143,79,0],[0,352,298,357,412,365,405,354,355,295,294,245,0],[0,399,340,394,395,368,400,308,335,248,0],[0,288,283,223,163,222,282,189,228,129,227,168,0],[0,339,398,396,341,342,401,363,389,338,303,336,281,0],[0,30,206,241,260,205,145,86,87,7,91,27,0],[0,380,325,265,320,301,313,66,139,138,78,137,132,0],[0,103,48,169,229,217,166,106,157,47,46,97,64,4,0],[0,297,305,345,285,235,176,70,10,111,225,0],[0,316,375,376,371,419,418,311,359,251,0],[0,192,198,257,312,240,293,194,180,134,120,0],[0,270,321,330,381,274,275,334,393,362,388,333,328,273,214,0],[0,159,218,269,347,346,397,364,404,349,304,344,289,0],[0,406,287,286,184,170,116,110,50,56,51,115,174,0],[0,414,410,351,291,171,65,57,172,16,74,60,72,53,0],[0,233,77,31,62,28,21,2,19,18,17,113,12,0],[0,377,319,378,379,306,324,246,318,372,317,258,0],[0,386,387,367,392,307,332,391,390,302,0],[0,402,343,407,408,369,403,309,348,249,0],[0,416,370,411,310,417,360,300,197,0],[0,252,366,384,383,6,0]],2217.1748749262642,871.4253726005554
238343.17273941604,[[0,247,327,387,367,392,307,386,385,380,325,0],[0,271,331,272,267,326,266,207,187,212,127,0],[0,229,170,169,124,164,109,49,104,64,97,46,37,44,0],[0,378,319,383,384,366,379,306,324,246,0],[0,332,391,390,381,330,321,270,152,67,7,92,86,0],[0,171,284,289,344,304,244,277,226,217,184,224,0],[0,93,281,336,303,158,209,161,216,123,98,149,39,38,0],[0,402,343,407,408,369,403,309,348,249,0],[0,41,42,43,102,156,101,63,96,89,29,3,36,0],[0,256,417,414,355,190,236,295,354,405,365,412,357,0],[0,349,404,364,397,346,287,337,286,227,228,223,129,0],[0,233,144,126,199,258,198,257,312,240,252,197,192,0],[0,254,195,131,179,71,119,11,76,75,0],[0,95,279,278,219,218,269,243,276,221,162,183,0],[0,374,375,316,251,315,314,413,300,353,293,194,134,0],[0,77,74,173,52,112,57,58,125,172,117,118,59,16,15,0],[0,253,202,193,142,133,82,73,23,24,83,143,84,66,79,0],[0,262,322,373,265,320,301,361,382,323,264,263,204,0],[0,328,333,388,302,242,268,213,208,153,94,35,34,0],[0,157,106,166,107,167,108,69,103,9,48,47,0],[0,288,283,189,282,222,163,168,111,51,50,4,0],[0,290,231,130,176,70,175,115,116,110,56,0],[0,136,178,237,292,352,305,245,185,232,177,0],[0,146,147,206,205,260,241,181,145,200,140,85,80,0],[0,155,220,399,340,248,275,274,215,128,160,159,0],[0,174,10,55,114,165,65,105,54,5,45,0],[0,88,90,201,150,182,122,141,62,81,30,21,0],[0,356,415,416,370,411,310,410,351,250,0],[0,329,339,280,188,214,154,68,8,0],[0,394,395,368,400,308,335,334,393,362,0],[0,418,419,371,376,311,359,358,299,298,239,196,0],[0,225,296,291,409,350,230,235,285,234,294,345,297,238,135,19,0],[0,406,347,342,401,341,396,363,398,389,338,261,87,91,27,0],[0,33,32,26,25,22,121,61,1,20,13,0],[0,273,210,211,151,148,100,99,40,28,2,31,113,12,0],[0,14,17,18,78,139,138,137,120,132,60,72,0],[0,259,318,377,360,372,317,186,203,6,0],[0,313,191,255,180,53,0]],2162.774728361167,877.5089910030365
237469.47397699623,[[0,24,83,142,133,82,23,73,85,26,25,80,20,1,13,0],[0,376,371,419,418,359,311,316,251,357,352,0],[0,163,222,281,336,341,396,401,342,283,189,129,168,0],[0,388,333,273,213,268,242,261,151,211,152,147,67,0],[0,205,207,267,272,187,212,127,206,146,200,140,22,0],[0,150,154,68,95,94,153,208,182,122,0],[0,54,114,55,50,56,115,174,185,232,177,65,0],[0,134,74,173,14,17,19,18,77,120,60,113,72,53,0],[0,257,318,377,360,372,317,312,300,240,252,0],[0,351,410,411,370,416,310,415,356,250,0],[0,229,294,345,305,245,234,176,230,171,70,0],[0,145,260,322,373,361,385,326,325,380,241,253,202,193,0],[0,204,263,186,199,258,198,139,138,197,180,0],[0,160,278,219,220,279,280,188,215,128,214,155,0],[0,58,112,57,125,172,117,118,59,11,76,75,0],[0,374,375,315,413,314,353,254,195,131,179,71,0],[0,414,355,295,236,190,231,130,235,175,116,0],[0,354,405,365,412,297,292,237,178,119,136,135,194,293,233,137,0],[0,225,285,296,291,350,409,404,349,290,344,289,10,111,110,0],[0,217,166,48,103,69,167,108,9,107,106,47,0],[0,393,362,381,330,307,327,247,331,271,0],[0,37,46,157,124,164,109,64,49,104,44,4,0],[0,165,170,284,184,169,224,51,105,5,52,16,15,0],[0,86,87,91,27,32,31,90,141,148,88,62,81,30,21,0],[0,158,303,243,276,221,162,216,123,149,38,0],[0,45,256,299,417,358,298,238,239,191,196,255,132,12,0],[0,93,35,8,100,99,39,40,34,33,28,2,0],[0,269,218,159,98,41,42,43,102,156,63,89,96,29,36,0],[0,386,387,367,392,391,332,266,265,320,301,262,0],[0,339,398,363,389,338,329,209,183,161,101,226,277,97,0],[0,390,334,275,274,328,302,321,270,210,201,92,61,0],[0,282,223,228,287,346,397,364,304,244,0],[0,378,319,383,384,366,379,306,324,246,0],[0,7,121,181,84,6,79,78,0],[0,402,403,369,408,407,348,309,343,249,0],[0,340,399,400,368,395,394,308,335,248,0],[0,192,259,264,323,382,313,203,126,144,66,143,0],[0,406,347,288,286,337,227,3,0]],2158.508054711705,860.9300382137299
240037.66963321913,[[0,163,129,168,69,167,108,9,107,48,0],[0,334,333,388,362,381,330,271,212,127,206,147,0],[0,100,214,188,220,128,95,8,94,35,0],[0,322,373,382,361,385,380,325,265,320,301,313,203,144,0],[0,218,219,278,269,243,276,221,162,161,183,209,149,0],[0,357,412,297,352,245,292,237,238,179,71,178,119,0],[0,14,17,19,18,132,120,74,173,60,72,113,53,12,0],[0,279,280,275,274,215,155,68,154,213,268,208,153,93,88,0],[0,73,23,133,142,83,24,6,79,139,198,138,78,0],[0,59,52,165,114,54,105,5,65,57,112,172,117,58,0],[0,359,418,419,371,311,316,251,256,255,0],[0,402,343,407,408,369,403,309,348,249,0],[0,293,194,135,136,195,254,353,314,413,300,240,252,0],[0,50,224,184,217,166,157,47,97,64,49,104,44,0],[0,324,383,384,366,379,306,378,319,246,0],[0,299,358,417,365,298,239,191,196,131,0],[0,338,389,363,396,341,336,281,222,282,223,189,228,0],[0,286,277,226,169,170,284,229,230,171,70,176,235,175,0],[0,145,181,193,204,259,199,126,66,143,84,0],[0,390,331,272,267,326,266,187,207,152,67,87,0],[0,77,192,137,197,180,134,233,75,76,11,16,15,0],[0,140,200,205,146,86,7,91,32,26,85,25,80,20,0],[0,289,344,337,288,287,346,397,364,304,244,0],[0,376,375,315,374,360,372,317,258,186,263,0],[0,31,90,201,150,182,122,141,62,81,30,0],[0,41,42,43,102,158,123,156,63,89,96,36,29,0],[0,345,294,285,234,174,225,115,116,111,10,110,56,51,55,0],[0,377,318,312,257,260,211,270,321,242,261,210,151,92,27,0],[0,399,340,394,395,368,400,308,335,248,0],[0,103,216,101,98,39,38,37,46,106,124,164,109,4,0],[0,404,349,291,296,351,410,409,350,290,231,190,236,295,0],[0,283,342,401,303,329,160,159,99,40,34,33,28,21,0],[0,414,415,416,370,411,310,356,250,354,405,0],[0,202,398,339,328,302,148,2,1,22,82,0],[0,232,273,323,264,262,241,253,121,61,13,0],[0,130,355,305,185,177,125,45,0],[0,332,391,392,367,387,307,386,327,247,0],[0,393,406,347,227,3,118,0]],2258.6488880179595,841.6484234333038
