A-n63-k9 RA KMEANS

energy,arcs,distance,time(ms)
79399.06632729725,[[0,14,18,1,46,43,4,47,54,0],[0,8,24,36,48,49,34,0],[0,13,62,57,51,50,17,37,0],[0,10,61,39,23,52,6,28,0],[0,16,12,15,44,33,11,0],[0,31,38,9,42,41,3,0],[0,59,27,45,5,2,30,29,0],[0,20,25,7,56,19,26,0],[0,60,22,35,55,32,58,40,21,53,0]],inf,1.1460413932800293
81181.75242929626,[[0,14,43,46,1,18,47,4,54,0],[0,24,8,36,48,49,34,0],[0,62,57,51,50,17,37,13,0],[0,10,61,39,23,52,6,28,0],[0,16,12,15,44,33,11,0],[0,31,38,9,42,41,3,0],[0,59,27,45,5,2,30,29,0],[0,20,25,7,56,19,26,0],[0,60,22,35,55,32,58,40,21,53,0]],inf,1.1371736526489258
80368.82194963253,[[0,14,47,4,18,1,46,43,54,0],[0,49,48,36,24,8,34,0],[0,62,57,51,50,17,37,13,0],[0,10,61,23,39,52,6,28,0],[0,16,12,44,15,33,11,0],[0,31,38,9,42,41,3,0],[0,59,27,45,5,2,30,29,0],[0,20,25,7,56,19,26,0],[0,60,35,22,55,32,58,40,21,53,0]],inf,1.127812385559082
79186.23136719468,[[0,14,47,4,18,1,46,43,54,0],[0,24,8,48,36,49,34,0],[0,13,62,57,51,50,17,37,0],[0,61,39,23,52,6,28,10,0],[0,16,12,44,15,33,11,0],[0,31,38,9,42,41,3,0],[0,59,27,45,5,2,30,29,0],[0,20,25,7,56,19,26,0],[0,60,22,35,58,32,55,40,21,53,0]],inf,1.134000301361084
78246.72672933129,[[0,14,46,1,18,4,47,43,54,0],[0,24,8,48,36,49,34,0],[0,13,62,57,51,50,17,37,0],[0,61,10,39,23,52,6,28,0],[0,16,12,15,44,33,11,0],[0,31,38,9,42,41,3,0],[0,59,27,45,5,2,30,29,0],[0,20,25,7,56,19,26,0],[0,60,22,35,58,32,55,40,21,53,0]],inf,1.1589996814727783
78592.00120034085,[[0,14,47,4,18,1,46,43,54,0],[0,24,8,48,36,49,34,0],[0,13,62,57,51,50,17,37,0],[0,10,61,23,39,52,6,28,0],[0,16,12,44,15,33,11,0],[0,31,38,9,42,41,3,0],[0,59,27,45,5,2,30,29,0],[0,20,25,7,56,19,26,0],[0,60,22,35,40,58,32,55,21,53,0]],inf,1.1349999904632568
79403.42638069722,[[0,14,46,1,18,4,47,43,54,0],[0,8,24,48,36,49,34,0],[0,13,50,51,62,57,37,17,0],[0,10,61,39,23,52,6,28,0],[0,16,12,15,44,33,11,0],[0,31,38,9,42,41,3,0],[0,59,27,45,5,2,30,29,0],[0,20,25,7,56,19,26,0],[0,60,22,35,40,58,32,55,21,53,0]],inf,1.141108751296997
78800.83265354043,[[0,14,47,4,18,46,1,43,54,0],[0,8,24,36,48,49,34,0],[0,13,62,57,51,50,17,37,0],[0,10,61,23,39,52,6,28,0],[0,16,12,15,44,33,11,0],[0,31,38,9,42,41,3,0],[0,59,27,45,5,2,30,29,0],[0,20,25,7,56,19,26,0],[0,60,35,22,55,32,58,40,21,53,0]],inf,1.132007360458374
79095.5506152424,[[0,14,47,4,18,46,1,43,54,0],[0,8,24,48,36,49,34,0],[0,13,62,57,50,51,17,37,0],[0,10,61,39,23,52,6,28,0],[0,16,12,15,44,33,11,0],[0,31,38,9,42,41,3,0],[0,59,27,45,5,2,30,29,0],[0,20,25,7,56,19,26,0],[0,60,22,35,58,32,55,40,21,53,0]],inf,1.135096788406372
78745.87647161681,[[0,14,47,4,18,1,46,43,54,0],[0,8,24,48,36,49,34,0],[0,13,62,57,51,50,17,37,0],[0,10,61,39,23,52,6,28,0],[0,16,12,44,15,33,11,0],[0,31,38,9,42,41,3,0],[0,59,27,45,5,2,30,29,0],[0,20,25,7,56,19,26,0],[0,60,22,35,55,32,58,40,21,53,0]],inf,1.1372013092041016
