CMT14 RA KMEANS

energy,arcs,distance,time(ms)
95924.76438570884,[[0,80,79,77,73,70,71,76,78,81,0],[0,11,12,14,16,15,19,18,17,13,0],[0,60,58,56,53,54,55,57,59,0],[0,0,30,99,100,97,93,92,94,95,96,98,0],[0,31,35,37,38,39,36,34,33,32,0],[0,69,66,68,64,61,72,74,62,63,65,67,0],[0,10,8,9,6,4,1,2,75,5,3,7,0],[0,47,49,52,50,51,48,45,46,44,40,41,42,43,0],[0,0,90,87,86,83,82,84,85,88,89,91,0],[0,23,26,28,27,29,24,25,22,21,20,0]],inf,1.4059998989105225
95991.0849532905,[[0,80,79,77,73,70,71,76,78,81,0],[0,11,12,14,16,15,19,18,17,13,0],[0,60,58,56,53,54,55,57,59,0],[0,0,30,99,100,97,93,92,94,95,96,98,0],[0,31,35,37,38,39,36,34,33,32,0],[0,66,69,68,64,61,72,74,62,63,65,67,0],[0,10,8,9,6,7,5,3,4,2,1,75,0],[0,0,47,49,52,50,51,48,45,46,44,40,41,42,43,0],[0,0,90,87,86,83,82,84,85,88,89,91,0],[0,29,24,25,27,28,26,23,22,21,20,0]],inf,1.4083364009857178
96639.90925031895,[[0,80,79,77,73,70,71,76,78,81,0],[0,11,12,14,16,15,19,18,17,13,0],[0,60,58,56,53,54,55,57,59,0],[0,30,100,99,95,94,92,93,97,96,98,0],[0,31,35,37,38,39,36,34,33,32,0],[0,66,69,68,64,61,72,74,62,63,65,67,0],[0,10,8,9,6,7,5,3,4,2,1,75,0],[0,47,49,52,50,51,48,45,46,44,40,41,42,43,0],[0,91,87,86,83,82,84,85,88,89,90,0],[0,24,29,27,25,28,26,23,22,21,20,0]],inf,1.4089546203613281
95745.31951325526,[[0,80,79,77,73,70,71,76,78,81,0],[0,11,12,14,16,15,19,18,17,13,0],[0,60,58,56,53,54,55,57,59,0],[0,30,99,100,97,93,92,94,95,96,98,0],[0,31,35,37,38,39,36,34,33,32,0],[0,69,66,68,64,61,72,74,62,63,65,67,0],[0,0,10,8,9,6,4,2,1,75,5,3,7,0],[0,0,47,49,52,50,51,48,45,46,44,40,41,42,43,0],[0,0,90,87,86,83,82,84,85,88,89,91,0],[0,23,26,28,27,29,24,25,22,21,20,0]],inf,1.399928092956543
95784.08593357212,[[0,80,79,77,73,70,71,76,78,81,0],[0,11,12,14,16,15,19,18,17,13,0],[0,60,58,56,53,54,55,57,59,0],[0,30,99,100,97,93,92,94,95,96,98,0],[0,31,35,37,38,39,36,34,33,32,0],[0,66,69,68,64,61,72,74,62,63,65,67,0],[0,0,10,9,8,6,4,2,1,75,5,3,7,0],[0,0,47,49,52,50,51,48,45,46,44,40,41,42,43,0],[0,0,90,87,86,83,82,84,85,88,89,91,0],[0,23,26,28,27,29,24,25,22,21,20,0]],inf,1.4043021202087402
96383.01673069461,[[0,80,79,77,73,70,71,76,78,81,0],[0,11,12,14,16,15,19,18,17,13,0],[0,60,58,56,53,54,55,57,59,0],[0,30,99,100,97,93,92,94,95,96,98,0],[0,31,35,37,38,39,36,34,33,32,0],[0,69,66,68,64,61,72,74,62,63,65,67,0],[0,10,8,9,6,4,2,1,75,3,5,7,0],[0,47,49,52,50,51,48,45,46,44,40,41,42,43,0],[0,91,87,86,84,83,82,85,88,89,90,0],[0,29,27,24,25,28,26,23,22,21,20,0]],inf,1.3890259265899658
95745.31951325526,[[0,80,79,77,73,70,71,76,78,81,0],[0,11,12,14,16,15,19,18,17,13,0],[0,60,58,56,53,54,55,57,59,0],[0,0,30,99,100,97,93,92,94,95,96,98,0],[0,31,35,37,38,39,36,34,33,32,0],[0,69,66,68,64,61,72,74,62,63,65,67,0],[0,0,10,8,9,6,4,2,1,75,5,3,7,0],[0,0,47,49,52,50,51,48,45,46,44,40,41,42,43,0],[0,90,87,86,83,82,84,85,88,89,91,0],[0,23,26,28,27,29,24,25,22,21,20,0]],inf,1.4000003337860107
96415.3571556733,[[0,80,79,77,73,70,71,76,78,81,0],[0,11,12,14,16,15,19,18,17,13,0],[0,60,58,56,53,54,55,57,59,0],[0,30,99,100,97,93,92,94,95,96,98,0],[0,31,35,37,38,39,36,34,33,32,0],[0,0,66,69,68,64,61,72,74,62,63,65,67,0],[0,0,10,8,9,6,7,5,3,4,2,1,75,0],[0,0,47,49,52,50,51,48,45,46,44,40,41,42,43,0],[0,90,87,86,84,83,82,85,88,89,91,0],[0,29,24,25,27,28,26,23,22,21,20,0]],inf,1.4340581893920898
95965.16156092273,[[0,80,79,77,73,70,71,76,78,81,0],[0,11,12,14,16,15,19,18,17,13,0],[0,60,58,56,53,54,55,57,59,0],[0,0,30,100,99,97,93,92,94,95,96,98,0],[0,31,35,37,38,39,36,34,33,32,0],[0,66,69,68,64,61,72,74,62,63,65,67,0],[0,0,10,8,9,6,7,5,3,4,2,1,75,0],[0,47,49,52,50,51,48,45,46,44,40,41,42,43,0],[0,91,87,86,83,82,84,85,88,89,90,0],[0,23,26,28,27,29,24,25,22,21,20,0]],inf,1.3860852718353271
95924.76438570884,[[0,80,79,77,73,70,71,76,78,81,0],[0,11,12,14,16,15,19,18,17,13,0],[0,60,58,56,53,54,55,57,59,0],[0,0,30,99,100,97,93,92,94,95,96,98,0],[0,31,35,37,38,39,36,34,33,32,0],[0,69,66,68,64,61,72,74,62,63,65,67,0],[0,0,10,8,9,6,4,1,2,75,5,3,7,0],[0,0,47,49,52,50,51,48,45,46,44,40,41,42,43,0],[0,90,87,86,83,82,84,85,88,89,91,0],[0,23,26,28,27,29,24,25,22,21,20,0]],inf,1.3981757164001465
