A-n48-k7 RA KMEDOIDS

energy,arcs,distance,time(ms)
51339.674897727346,[[0,4,42,11,20,26,8,15,0],[0,32,22,25,19,38,43,0],[0,39,27,9,34,45,28,16,0],[0,1,6,5,31,12,0],[0,46,3,37,36,7,40,47,0],[0,29,24,13,30,21,33,10,2,0],[0,23,41,17,14,35,18,44,0]],inf,0.3230001926422119
51571.69034543221,[[0,4,42,11,20,26,8,15,0],[0,32,25,19,38,22,43,0],[0,39,27,9,34,45,28,16,0],[0,1,6,5,31,12,0],[0,46,3,37,7,36,40,47,0],[0,29,24,13,30,21,33,10,2,0],[0,41,17,14,23,44,18,35,0]],inf,0.338001012802124
52245.63614808038,[[0,4,42,11,20,26,8,15,0],[0,32,38,19,25,22,43,0],[0,34,9,39,27,45,28,16,0],[0,31,1,6,5,12,0],[0,46,3,37,7,36,40,47,0],[0,29,24,13,30,21,33,10,2,0],[0,41,17,14,35,18,44,23,0]],inf,0.3230102062225342
51369.38225821776,[[0,4,42,11,20,26,8,15,0],[0,32,38,19,25,22,43,0],[0,34,9,39,27,45,28,16,0],[0,31,6,1,5,12,0],[0,46,3,37,7,36,40,47,0],[0,29,24,13,30,21,33,10,2,0],[0,41,17,14,23,44,18,35,0]],inf,0.32900071144104004
53094.120251683256,[[0,4,42,11,20,26,8,15,0],[0,32,38,19,25,22,43,0],[0,39,27,9,34,45,28,16,0],[0,6,1,5,31,12,0],[0,3,46,47,7,36,37,40,0],[0,29,24,13,30,21,33,10,2,0],[0,41,17,14,18,44,35,23,0]],inf,0.32399964332580566
52309.16484592816,[[0,4,42,11,20,26,8,15,0],[0,32,22,25,19,38,43,0],[0,9,39,27,45,34,28,16,0],[0,31,1,6,5,12,0],[0,46,3,37,7,36,40,47,0],[0,29,24,13,21,30,33,10,2,0],[0,41,17,14,18,44,35,23,0]],inf,0.31999993324279785
53078.732544676524,[[0,4,42,11,20,26,8,15,0],[0,32,25,19,38,22,43,0],[0,39,27,9,34,45,28,16,0],[0,1,6,5,31,12,0],[0,46,3,37,36,40,7,47,0],[0,29,24,13,30,21,33,10,2,0],[0,41,17,14,35,18,44,23,0]],inf,0.3340001106262207
51718.34266343647,[[0,4,42,11,20,26,8,15,0],[0,32,22,25,19,38,43,0],[0,39,27,9,34,45,28,16,0],[0,1,6,5,31,12,0],[0,46,3,37,36,7,40,47,0],[0,29,24,13,30,21,33,10,2,0],[0,41,14,17,23,35,18,44,0]],inf,0.3299996852874756
52320.510140310544,[[0,4,42,11,20,26,8,15,0],[0,32,22,25,19,38,43,0],[0,39,27,9,34,45,28,16,0],[0,1,6,5,31,12,0],[0,46,47,3,37,36,7,40,0],[0,29,24,13,30,21,33,10,2,0],[0,41,17,14,23,18,44,35,0]],inf,0.332003116607666
52736.779989158866,[[0,4,42,11,20,26,8,15,0],[0,32,25,19,38,22,43,0],[0,39,9,27,45,34,28,16,0],[0,6,1,5,31,12,0],[0,46,37,3,7,36,40,47,0],[0,29,24,13,30,21,33,10,2,0],[0,41,17,14,18,44,35,23,0]],inf,0.3240025043487549
