A-n45-k7 RA KMEDOIDS

energy,arcs,distance,time(ms)
53636.72718362272,[[0,19,31,36,29,27,0],[0,15,25,23,17,38,20,16,7,0],[0,43,41,11,3,44,0],[0,1,30,5,22,10,0],[0,28,6,4,21,34,26,2,12,0],[0,8,9,40,18,13,32,39,35,0],[0,24,42,37,33,14,0]],inf,0.31400084495544434
50803.79811131638,[[0,19,31,36,29,27,0],[0,38,15,25,23,17,20,16,7,0],[0,41,43,3,11,44,0],[0,1,30,5,22,10,0],[0,28,6,4,21,34,26,2,12,0],[0,40,9,8,32,13,18,39,35,0],[0,37,42,14,33,24,0]],inf,0.3065164089202881
52934.07709614995,[[0,19,31,36,29,27,0],[0,38,25,23,15,17,20,16,7,0],[0,11,41,43,3,44,0],[0,1,30,5,22,10,0],[0,28,6,4,21,34,26,2,12,0],[0,8,9,40,18,13,32,35,39,0],[0,33,37,42,14,24,0]],inf,0.3165769577026367
54318.14811472918,[[0,19,31,36,29,27,0],[0,15,25,23,17,38,20,16,7,0],[0,43,41,11,3,44,0],[0,1,30,5,22,10,0],[0,28,6,21,4,26,34,2,12,0],[0,40,18,13,8,9,32,39,35,0],[0,14,33,37,42,24,0]],inf,0.3010904788970947
50754.82479495838,[[0,19,31,36,29,27,0],[0,38,23,25,15,17,20,16,7,0],[0,43,41,11,3,44,0],[0,1,30,5,22,10,0],[0,28,6,4,21,34,26,2,12,0],[0,9,8,40,18,13,32,39,35,0],[0,37,42,14,33,24,0]],inf,0.3119993209838867
51343.870129012445,[[0,19,31,36,29,27,0],[0,15,25,23,17,38,20,16,7,0],[0,44,41,43,11,3,0],[0,1,30,5,22,10,0],[0,28,6,4,21,34,26,2,12,0],[0,40,18,13,8,9,32,35,39,0],[0,42,37,33,14,24,0]],inf,0.3040015697479248
53766.277372224766,[[0,19,31,36,29,27,0],[0,15,25,23,17,38,20,16,7,0],[0,3,41,43,11,44,0],[0,1,30,5,22,10,0],[0,28,6,4,21,34,26,2,12,0],[0,8,9,40,18,13,32,35,39,0],[0,14,33,37,42,24,0]],inf,0.30900073051452637
54324.08477060286,[[0,19,31,36,29,27,0],[0,15,25,23,17,38,20,16,7,0],[0,44,41,43,11,3,0],[0,1,30,5,22,10,0],[0,28,6,4,21,26,34,2,12,0],[0,40,18,13,8,9,32,39,35,0],[0,14,33,37,42,24,0]],inf,0.3119974136352539
51603.92165405434,[[0,19,31,36,29,27,0],[0,15,25,23,17,38,20,16,7,0],[0,11,41,43,3,44,0],[0,1,30,5,22,10,0],[0,28,6,4,21,34,26,2,12,0],[0,40,18,13,8,9,32,35,39,0],[0,37,42,14,33,24,0]],inf,0.31100940704345703
52251.02527709671,[[0,19,31,36,29,27,0],[0,15,25,23,17,38,20,16,7,0],[0,44,41,43,11,3,0],[0,1,30,5,22,10,0],[0,28,6,26,34,21,4,2,12,0],[0,40,18,13,9,8,32,39,35,0],[0,37,42,14,33,24,0]],inf,0.30900001525878906
