A-n69-k9 RA KMEDOIDS

energy,arcs,distance,time(ms)
61493.37032363461,[[0,39,38,40,29,12,22,58,0],[0,19,31,7,27,21,55,4,47,34,28,0],[0,9,30,23,67,65,0],[0,25,11,46,62,57,42,14,60,0],[0,13,6,51,3,15,44,66,0],[0,16,48,1,36,17,10,32,37,0],[0,63,49,33,2,64,61,53,18,0],[0,56,8,59,41,20,45,35,68,0],[0,50,5,54,26,52,43,24,0]],inf,0.5439996719360352
61447.012311544364,[[0,39,38,40,29,12,22,58,0],[0,19,31,7,4,47,55,21,27,34,28,0],[0,9,30,23,67,65,0],[0,25,11,46,62,57,42,14,60,0],[0,13,6,51,3,15,44,66,0],[0,16,48,1,36,17,10,32,37,0],[0,63,2,33,49,53,18,64,61,0],[0,56,8,59,41,20,45,35,68,0],[0,50,5,54,26,52,43,24,0]],inf,0.5450010299682617
60247.997182446365,[[0,39,38,40,29,12,22,58,0],[0,19,31,7,27,47,4,55,21,34,28,0],[0,9,30,23,67,65,0],[0,62,46,11,25,60,14,42,57,0],[0,6,51,3,15,44,13,66,0],[0,16,48,1,36,17,10,32,37,0],[0,63,49,33,61,64,2,53,18,0],[0,56,8,59,41,20,45,35,68,0],[0,50,5,54,26,52,43,24,0]],inf,0.5319993495941162
62066.560112774336,[[0,39,38,40,29,12,22,58,0],[0,47,4,55,21,27,34,28,7,31,19,0],[0,30,9,23,67,65,0],[0,25,11,46,62,57,42,14,60,0],[0,6,51,3,15,44,13,66,0],[0,16,48,1,36,17,10,32,37,0],[0,63,61,64,2,33,49,53,18,0],[0,56,8,59,41,20,45,35,68,0],[0,50,5,54,26,52,43,24,0]],inf,0.5400002002716064
59616.39336941743,[[0,39,38,40,29,12,22,58,0],[0,19,31,7,47,4,55,21,27,34,28,0],[0,9,30,23,67,65,0],[0,62,46,11,25,60,14,42,57,0],[0,6,51,3,15,44,13,66,0],[0,16,48,1,36,17,10,32,37,0],[0,63,2,64,61,49,33,53,18,0],[0,56,8,59,41,20,45,35,68,0],[0,50,5,54,26,52,43,24,0]],inf,0.5354666709899902
62521.629847891694,[[0,39,38,40,29,12,22,58,0],[0,47,4,55,21,27,34,28,7,31,19,0],[0,9,30,23,67,65,0],[0,62,46,11,57,42,14,25,60,0],[0,13,6,51,3,15,44,66,0],[0,16,48,1,36,17,10,32,37,0],[0,63,49,33,2,64,61,53,18,0],[0,56,8,59,41,20,45,35,68,0],[0,50,5,54,26,52,43,24,0]],inf,0.5393245220184326
59307.65978322332,[[0,39,38,40,29,12,22,58,0],[0,19,31,7,21,55,4,47,27,34,28,0],[0,9,30,23,67,65,0],[0,62,46,11,25,60,14,42,57,0],[0,13,6,51,3,15,44,66,0],[0,16,48,1,36,17,10,32,37,0],[0,63,61,64,2,33,49,53,18,0],[0,56,8,59,20,35,45,41,68,0],[0,50,5,54,26,52,43,24,0]],inf,0.5400872230529785
60732.67576863948,[[0,39,38,40,29,12,22,58,0],[0,19,31,7,21,47,4,55,27,34,28,0],[0,30,9,23,67,65,0],[0,25,11,46,62,57,42,14,60,0],[0,13,6,51,3,15,44,66,0],[0,16,48,1,36,17,10,32,37,0],[0,63,61,64,2,33,49,53,18,0],[0,56,8,59,20,45,35,41,68,0],[0,50,5,54,26,52,43,24,0]],inf,0.5500156879425049
61434.27036037524,[[0,39,38,40,29,12,22,58,0],[0,7,19,31,21,55,4,47,27,34,28,0],[0,9,30,23,67,65,0],[0,25,11,46,62,57,42,14,60,0],[0,6,51,3,15,44,13,66,0],[0,16,48,1,36,17,10,32,37,0],[0,63,49,33,2,61,64,18,53,0],[0,56,8,59,41,20,45,35,68,0],[0,50,5,54,26,52,43,24,0]],inf,0.5451416969299316
60258.16406625482,[[0,39,38,40,29,12,22,58,0],[0,7,31,19,47,4,55,21,27,34,28,0],[0,9,30,23,67,65,0],[0,62,46,11,25,60,14,42,57,0],[0,6,51,3,15,44,13,66,0],[0,16,48,1,36,17,10,32,37,0],[0,63,49,33,53,2,64,61,18,0],[0,56,8,59,41,20,45,35,68,0],[0,50,5,54,26,52,43,24,0]],inf,0.5474145412445068
