Golden_17 FA KMEANS

energy,arcs,distance,time(ms)
82245.37783090239,[[0,140,199,198,139,193,138,181,234,76,16,15,0],[0,214,209,183,151,202,86,81,26,141,122,24,74,14,0],[0,98,48,158,185,218,167,108,49,10,104,103,0],[0,146,206,148,207,213,212,153,68,147,87,27,21,0],[0,204,205,187,200,127,145,67,80,79,0],[0,196,197,239,180,72,179,120,12,119,60,0],[0,220,221,189,216,129,156,69,155,96,0],[0,238,240,192,132,137,121,78,133,19,18,0],[0,228,229,190,224,130,223,222,157,64,0],[0,53,173,118,178,233,186,175,226,126,166,55,106,0],[0,154,94,149,123,142,92,32,91,82,31,22,3,0],[0,215,161,101,9,36,95,35,89,34,63,29,0],[0,235,176,112,117,111,52,57,51,110,105,50,45,5,0],[0,237,191,232,131,236,177,116,115,66,0],[0,17,77,136,195,135,174,75,61,73,114,1,54,13,0],[0,227,169,164,70,109,168,107,125,165,65,0],[0,56,230,231,172,71,11,171,225,170,47,38,0],[0,201,182,194,143,84,83,134,23,62,2,0],[0,211,188,208,128,152,88,8,93,33,28,0],[0,40,99,150,124,44,43,42,90,97,30,37,4,0],[0,102,163,162,217,184,210,159,219,160,100,41,39,0],[0,203,144,85,7,25,20,59,58,113,46,6,0]],767.4990882804854,321.3574242591858
78001.29693404035,[[0,226,175,112,116,56,115,166,66,106,55,6,46,0],[0,143,25,139,138,181,121,133,78,61,114,0],[0,120,240,192,197,132,196,195,136,77,76,15,0],[0,194,144,85,7,84,83,134,24,23,14,2,0],[0,99,150,210,159,184,162,124,102,157,64,30,0],[0,59,118,173,119,178,233,186,126,113,58,53,0],[0,237,191,232,131,231,172,71,52,51,0],[0,235,236,177,176,117,11,57,110,105,50,45,5,0],[0,89,34,94,149,123,142,63,82,31,22,3,0],[0,218,227,168,104,10,108,167,107,158,48,98,47,38,0],[0,206,207,148,147,93,88,8,87,86,26,81,21,0],[0,161,220,219,160,95,154,209,183,151,202,32,0],[0,230,171,111,225,170,185,125,165,65,0],[0,238,239,180,137,72,179,12,60,17,16,13,0],[0,91,92,33,201,146,182,122,141,62,74,0],[0,193,199,140,127,145,67,80,79,20,19,18,0],[0,208,188,213,128,212,153,68,28,27,0],[0,203,204,205,187,200,198,234,135,174,75,73,54,1,0],[0,217,222,223,164,163,103,44,43,42,97,90,4,37,0],[0,216,189,221,129,156,69,96,36,35,29,0],[0,228,229,190,224,130,169,70,109,49,0],[0,152,211,214,215,155,9,101,100,41,40,39,0]],742.9644845629637,326.49806904792786
80262.33932173769,[[0,20,80,79,19,133,61,114,73,13,54,1,0],[0,15,77,179,60,119,178,173,118,59,58,113,66,0],[0,43,157,150,99,40,39,64,90,97,30,4,37,0],[0,76,136,135,234,181,138,193,121,75,174,16,0],[0,141,134,83,84,85,67,7,25,24,74,23,14,0],[0,220,221,129,156,69,96,95,9,41,0],[0,104,224,190,229,228,70,109,10,49,0],[0,166,115,117,11,112,111,51,110,50,105,45,5,0],[0,188,213,212,153,68,88,93,8,87,0],[0,235,236,176,226,175,116,52,57,56,106,55,6,46,0],[0,147,201,146,86,27,91,142,63,31,82,22,3,0],[0,199,145,204,205,187,200,127,140,139,78,18,0],[0,198,195,196,137,132,180,72,120,12,17,0],[0,144,203,194,143,122,62,26,81,21,2,0],[0,189,216,215,214,154,209,183,92,33,28,32,0],[0,164,223,130,169,168,108,167,107,158,48,47,98,38,0],[0,172,231,232,191,237,131,177,71,0],[0,42,102,124,162,217,184,159,210,100,101,36,35,0],[0,182,207,148,152,202,151,123,94,149,34,89,29,0],[0,206,208,128,211,155,161,160,219,222,163,103,44,0],[0,218,227,230,171,170,225,185,125,165,65,0],[0,197,192,240,239,238,233,186,126,53,0]],763.0812270529416,323.1595027446747
80802.24948118074,[[0,0,15,17,16,174,234,135,121,78,133,61,73,114,54,0],[0,160,219,159,210,184,162,217,124,157,102,43,42,0],[0,47,225,170,171,112,117,111,57,52,51,105,50,45,5,0],[0,163,222,223,164,130,169,168,10,104,103,0],[0,172,232,191,237,131,236,177,11,116,0],[0,34,89,149,94,123,142,63,82,31,3,22,0],[0,143,204,145,127,140,67,85,144,84,23,74,0],[0,230,231,71,235,186,233,178,59,1,0],[0,29,91,92,33,28,27,86,62,26,81,2,21,0],[0,110,98,48,107,158,185,125,165,65,38,0],[0,75,76,77,179,12,119,173,118,113,58,106,55,46,0],[0,153,212,213,188,208,128,207,148,68,0],[0,167,218,227,228,229,190,224,70,109,108,49,44,0],[0,161,220,221,189,216,129,156,96,9,36,0],[0,211,152,202,151,183,209,154,95,35,0],[0,196,197,192,240,132,180,72,120,60,53,0],[0,238,239,137,136,195,181,193,138,79,7,25,0],[0,88,147,206,182,146,201,141,122,83,134,24,14,0],[0,194,203,205,187,200,199,198,139,80,20,19,18,13,0],[0,87,93,8,32,40,150,99,64,90,97,30,0],[0,176,175,226,56,115,166,126,66,6,0],[0,214,215,155,69,101,100,41,39,4,37,0]],737.9305149520308,325.2984263896942
80326.80659063745,[[0,0,25,80,79,139,138,193,181,121,133,78,114,73,0],[0,82,91,142,123,94,149,89,34,63,3,22,0],[0,240,192,197,196,195,136,135,234,174,75,61,54,0],[0,230,231,131,172,171,11,117,112,57,52,51,0],[0,211,152,92,28,33,32,151,202,183,209,154,35,29,0],[0,199,200,187,205,127,145,67,20,19,0],[0,140,85,144,122,141,62,26,81,21,2,0],[0,169,224,223,222,184,210,159,124,102,157,43,42,0],[0,31,214,215,161,155,96,9,41,40,30,4,0],[0,164,163,103,104,70,10,49,108,98,47,38,0],[0,198,137,132,180,179,120,72,77,76,17,16,0],[0,44,217,162,219,160,101,100,99,150,64,39,97,90,37,0],[0,220,221,189,216,129,156,69,95,36,0],[0,153,212,213,188,208,128,207,148,68,0],[0,109,168,218,167,125,65,50,105,45,5,0],[0,110,116,176,226,175,186,126,166,66,0],[0,235,232,191,237,236,177,71,111,170,225,165,0],[0,204,203,206,146,201,147,88,8,93,87,27,0],[0,239,238,233,178,119,12,60,118,173,59,113,58,53,0],[0,229,190,130,228,227,185,158,107,48,0],[0,86,182,194,143,84,7,18,1,13,0],[0,14,23,74,83,134,24,15,115,56,106,55,46,6,0]],773.0786617550023,321.91224122047424
80950.63154444547,[[0,202,152,211,183,154,149,34,89,63,3,0],[0,153,212,213,188,208,128,207,148,68,0],[0,36,95,96,9,41,40,99,150,64,90,97,37,0],[0,161,220,221,189,216,129,156,69,100,0],[0,166,226,116,11,57,52,56,115,106,55,6,46,0],[0,205,187,200,127,145,67,85,144,84,0],[0,104,109,168,227,218,167,50,105,5,38,4,0],[0,17,75,135,234,77,12,60,119,178,118,173,59,53,0],[0,15,174,198,139,79,133,61,73,114,13,54,1,0],[0,83,201,146,93,87,27,86,62,81,26,2,21,0],[0,20,7,80,138,193,181,121,78,19,18,0],[0,238,239,180,72,120,179,233,186,113,58,0],[0,228,169,70,10,49,108,158,107,48,47,98,0],[0,217,162,223,224,190,229,130,164,163,103,44,0],[0,195,196,197,192,240,132,137,136,76,16,0],[0,199,140,25,143,194,182,141,122,134,24,23,14,0],[0,222,219,160,210,159,184,124,102,157,43,42,30,0],[0,110,171,170,225,185,125,165,65,45,0],[0,230,172,231,131,177,71,117,112,111,51,0],[0,74,39,101,155,215,214,209,151,92,28,33,32,91,31,82,22,0],[0,204,203,206,147,88,8,142,123,94,35,29,0],[0,232,191,237,236,235,176,175,126,66,0]],768.4201725892731,328.2813627719879
80793.36565764749,[[0,238,239,137,196,195,136,77,12,60,118,126,0],[0,35,149,94,154,209,183,123,142,31,3,0],[0,131,177,176,116,56,115,55,106,6,46,53,0],[0,101,161,220,219,160,100,41,40,39,90,37,4,0],[0,204,205,187,200,127,145,144,7,25,0],[0,89,87,147,93,88,8,92,28,33,32,91,82,22,0],[0,240,192,197,132,180,72,120,179,119,0],[0,14,23,74,83,122,141,62,26,81,21,2,0],[0,194,67,85,84,143,134,24,18,114,54,13,1,0],[0,103,163,222,217,162,184,210,159,124,43,42,0],[0,212,153,68,148,207,206,182,146,201,86,27,0],[0,44,104,168,109,10,108,158,107,125,38,0],[0,216,189,221,129,156,69,96,9,0],[0,235,236,237,191,232,231,172,71,11,0],[0,203,140,80,20,19,78,133,234,76,17,16,174,61,73,0],[0,213,188,208,128,152,151,202,63,34,29,0],[0,167,230,171,170,225,110,165,65,50,105,5,45,0],[0,113,58,59,173,178,233,186,175,226,117,112,57,52,51,0],[0,199,198,139,79,193,138,181,135,121,75,15,0],[0,211,214,215,155,95,36,150,99,157,102,64,97,30,0],[0,223,164,228,227,218,185,111,166,66,0],[0,229,190,224,130,169,70,49,48,98,47,0]],770.1586759347135,322.4538469314575
81337.84430051797,[[0,183,152,92,28,33,32,91,82,31,22,3,0],[0,207,208,188,213,128,212,153,68,0],[0,113,58,59,173,118,233,186,126,66,46,0],[0,220,221,189,216,129,161,101,100,40,0],[0,25,144,85,7,84,122,83,24,74,23,14,0],[0,230,232,191,237,131,231,172,71,117,52,0],[0,222,163,157,102,43,42,64,90,97,4,37,30,0],[0,134,194,182,201,86,141,62,81,26,21,2,0],[0,51,116,176,112,11,111,57,56,115,55,106,53,0],[0,27,146,147,87,8,88,93,202,151,142,63,0],[0,196,197,192,240,132,72,120,119,60,0],[0,44,103,104,107,158,47,98,110,50,105,45,5,6,0],[0,227,228,168,70,109,108,167,218,185,48,0],[0,41,160,219,162,217,184,159,210,124,150,99,39,0],[0,18,133,193,138,174,17,16,61,73,114,54,1,13,0],[0,178,238,239,180,137,179,12,77,76,136,195,135,234,0],[0,164,223,224,190,229,130,169,10,49,38,0],[0,166,226,175,235,236,177,171,170,225,125,165,65,0],[0,78,199,140,80,79,139,198,181,121,75,15,0],[0,204,205,187,200,127,145,67,20,19,0],[0,209,214,215,156,69,9,36,35,89,34,0],[0,143,203,206,148,211,155,96,95,154,94,149,123,29,0]],749.3625225108462,318.1982789039612
80231.12253004324,[[0,109,168,169,228,227,230,171,111,170,225,165,65,38,0],[0,123,95,41,40,99,150,64,97,90,37,30,0],[0,91,142,154,149,94,35,34,89,63,31,82,22,3,0],[0,29,214,209,183,151,202,27,86,81,26,21,2,0],[0,197,192,240,12,60,119,173,118,126,0],[0,80,139,140,127,204,144,7,25,24,74,0],[0,162,222,184,210,124,102,157,43,42,4,0],[0,116,57,52,51,110,105,50,107,158,48,98,47,45,5,0],[0,238,235,236,177,131,231,172,71,112,117,56,0],[0,44,103,104,70,108,167,218,185,125,0],[0,223,224,190,229,130,164,163,10,49,0],[0,232,191,237,176,226,175,186,233,59,58,113,53,0],[0,77,178,11,115,166,66,106,55,6,46,0],[0,198,199,200,187,205,145,67,85,84,134,83,23,0],[0,239,132,180,72,174,75,61,114,73,54,0],[0,20,79,138,193,181,234,135,121,78,133,19,18,0],[0,206,148,207,128,212,153,68,152,92,28,0],[0,120,179,137,196,195,136,76,17,16,15,13,1,0],[0,217,159,101,155,215,156,69,96,9,36,0],[0,211,213,188,208,147,93,88,8,87,33,32,0],[0,219,220,221,189,216,129,161,160,100,39,0],[0,143,203,194,182,201,146,122,141,62,14,0]],763.1179666416659,326.55462861061096
80168.18698133048,[[0,151,183,209,154,149,94,123,142,63,82,31,0],[0,41,100,160,219,184,210,159,124,99,150,40,0],[0,16,15,18,25,84,134,83,122,62,23,74,14,0],[0,140,199,139,198,181,193,138,121,78,133,19,0],[0,202,211,152,147,87,33,28,8,93,88,92,32,0],[0,234,135,195,136,77,12,119,178,173,118,66,0],[0,227,228,229,190,224,130,169,70,168,0],[0,177,235,239,240,192,197,132,180,72,60,0],[0,231,172,57,52,51,110,165,65,105,50,45,5,0],[0,236,237,191,232,131,71,117,112,111,0],[0,230,171,225,170,185,218,167,125,107,158,48,38,0],[0,39,109,164,223,222,163,104,10,108,49,44,43,42,0],[0,153,212,214,215,69,96,9,36,35,89,29,0],[0,166,186,176,11,116,55,106,46,6,0],[0,56,115,17,76,174,75,61,114,73,54,1,13,0],[0,196,137,120,179,238,233,226,175,126,59,113,58,53,0],[0,101,161,220,221,189,216,129,156,155,95,34,0],[0,80,7,85,144,203,182,26,81,21,2,0],[0,98,47,103,217,162,102,157,64,90,97,30,4,37,0],[0,206,208,188,213,128,207,148,68,91,0],[0,204,205,187,200,127,145,67,79,20,0],[0,24,143,194,201,146,141,86,27,3,22,0]],756.5886639892975,322.3464398384094
