CMT9 RA KMEANS

energy,arcs,distance,time(ms)
147292.19469305323,[[0,133,132,13,57,24,94,66,12,110,54,17,109,0],[0,87,14,51,44,90,71,32,124,105,72,123,121,122,70,0],[0,113,112,25,139,81,30,119,21,79,7,59,111,47,80,0],[0,4,49,20,78,28,128,52,127,83,130,82,1,0],[0,95,41,92,39,135,40,65,93,18,63,140,134,0],[0,43,106,64,91,149,86,147,142,141,146,136,36,107,0],[0,102,138,67,5,56,137,26,101,45,76,31,118,0],[0,89,62,143,144,16,3,108,148,145,55,46,11,0],[0,115,27,69,2,120,114,35,84,34,19,58,100,0],[0,73,33,103,29,104,74,116,88,38,53,9,48,8,0],[0,10,77,37,75,61,129,117,15,126,125,99,50,0],[0,98,42,85,96,23,131,97,22,68,6,60,0]],inf,2.893249750137329
145218.5761392685,[[0,110,12,66,133,54,17,109,132,24,94,57,13,0],[0,87,51,14,44,90,123,124,105,72,32,71,121,122,70,0],[0,113,112,25,139,81,30,79,21,119,7,59,111,47,80,0],[0,4,49,78,20,52,128,28,127,83,130,82,1,0],[0,95,41,92,39,135,65,40,93,18,63,140,134,0],[0,43,106,64,91,149,86,147,142,141,146,136,36,107,0],[0,101,26,137,56,5,67,138,102,45,76,31,118,0],[0,89,62,16,144,108,148,145,3,143,55,46,11,0],[0,69,27,115,120,114,35,84,34,19,58,2,100,0],[0,73,33,103,29,104,74,116,88,38,53,9,48,8,0],[0,10,77,37,75,61,129,117,15,126,125,99,50,0],[0,98,42,85,96,23,131,97,22,68,6,60,0]],inf,2.8392562866210938
146478.99281912678,[[0,110,12,66,133,54,17,109,132,94,24,57,13,0],[0,87,90,44,14,51,71,32,124,105,72,123,121,122,70,0],[0,113,112,25,139,81,30,79,21,119,7,59,111,47,80,0],[0,4,49,20,78,52,128,28,127,83,130,82,1,0],[0,95,63,41,92,39,135,65,40,93,18,140,134,0],[0,43,106,64,91,149,86,147,142,141,146,136,36,107,0],[0,102,101,26,137,56,5,67,138,45,76,31,118,0],[0,89,62,16,144,3,108,148,145,143,55,46,11,0],[0,69,27,115,114,35,84,34,120,2,58,19,100,0],[0,73,33,103,29,104,74,116,88,38,53,9,48,8,0],[0,10,77,37,75,61,129,117,126,15,125,99,50,0],[0,98,42,85,96,23,97,131,22,68,6,60,0]],inf,2.848008632659912
146521.9979817963,[[0,66,12,110,133,54,17,109,132,24,94,57,13,0],[0,87,51,14,44,90,71,32,123,124,105,72,121,122,70,0],[0,113,112,25,139,81,30,79,21,119,7,59,111,47,80,0],[0,4,49,78,20,52,128,28,127,83,130,82,1,0],[0,95,18,63,41,92,39,135,65,40,93,140,134,0],[0,43,106,64,91,149,86,147,142,141,146,136,36,107,0],[0,102,76,45,101,138,67,5,56,137,26,118,31,0],[0,89,62,16,144,145,148,108,3,143,55,46,11,0],[0,69,27,115,114,120,35,84,34,19,58,2,100,0],[0,73,33,103,29,104,74,116,88,38,53,9,48,8,0],[0,10,77,37,75,61,129,117,126,15,125,99,50,0],[0,60,6,22,68,98,42,85,96,23,97,131,0]],inf,2.8279664516448975
148751.7254991114,[[0,66,12,110,133,54,109,17,132,24,94,57,13,0],[0,87,51,14,44,90,71,32,124,105,72,123,121,122,70,0],[0,113,112,25,139,81,30,7,59,111,47,80,119,79,21,0],[0,4,49,52,128,28,127,83,78,20,130,82,1,0],[0,95,41,92,39,135,40,65,93,18,63,140,134,0],[0,43,106,64,91,149,86,147,142,141,146,136,36,107,0],[0,102,101,26,137,56,5,67,138,45,76,31,118,0],[0,89,62,16,144,143,148,108,3,145,55,46,11,0],[0,120,2,69,27,115,114,35,84,34,19,58,100,0],[0,73,33,8,103,29,104,74,116,88,38,53,9,48,0],[0,10,77,37,75,61,129,117,126,15,125,99,50,0],[0,98,42,85,96,23,131,97,22,68,6,60,0]],inf,2.8413357734680176
148156.1106448462,[[0,110,66,12,133,54,17,109,132,24,94,57,13,0],[0,87,51,14,44,90,71,32,124,105,72,123,121,122,70,0],[0,113,112,25,139,81,30,7,59,111,47,80,119,79,21,0],[0,4,49,20,78,127,83,28,128,52,130,82,1,0],[0,95,63,41,92,39,135,65,40,93,18,140,134,0],[0,43,106,64,91,149,86,147,142,141,146,136,36,107,0],[0,102,101,26,137,56,5,67,138,45,76,31,118,0],[0,89,62,16,144,145,3,108,148,143,55,46,11,0],[0,114,115,27,69,2,120,35,84,34,19,58,100,0],[0,73,8,48,9,53,38,88,116,74,104,29,103,33,0],[0,10,77,37,75,61,129,117,15,126,125,99,50,0],[0,60,6,22,68,98,42,85,96,23,97,131,0]],inf,2.833664655685425
146254.75173025354,[[0,110,12,66,94,24,57,13,132,133,54,17,109,0],[0,87,51,14,44,90,71,32,124,105,72,123,121,122,70,0],[0,113,112,25,139,81,30,79,21,119,7,59,111,47,80,0],[0,4,49,20,78,52,128,28,127,83,130,82,1,0],[0,95,41,92,63,18,93,39,135,40,65,140,134,0],[0,43,106,64,91,149,86,147,142,141,146,136,36,107,0],[0,101,26,137,56,5,67,138,102,45,76,31,118,0],[0,89,62,16,144,108,148,145,3,143,55,46,11,0],[0,69,27,115,114,35,84,34,120,2,58,19,100,0],[0,73,8,48,9,53,38,88,116,74,104,29,103,33,0],[0,10,77,37,75,61,129,117,126,15,125,99,50,0],[0,98,42,85,96,23,131,97,22,68,6,60,0]],inf,2.8509867191314697
148153.4577490088,[[0,110,133,12,66,94,24,57,13,132,54,17,109,0],[0,87,51,14,44,90,124,105,72,32,71,123,121,122,70,0],[0,113,112,25,139,81,30,79,21,119,7,59,111,47,80,0],[0,4,49,52,128,28,78,20,83,127,130,82,1,0],[0,95,93,18,63,41,92,39,135,40,65,140,134,0],[0,43,106,64,91,149,86,147,142,141,146,136,36,107,0],[0,101,26,137,56,5,67,138,102,45,76,31,118,0],[0,89,62,16,144,143,145,148,108,3,55,46,11,0],[0,120,34,84,35,114,115,27,69,2,58,19,100,0],[0,73,33,48,9,53,38,88,116,74,104,29,103,8,0],[0,10,77,37,75,61,129,117,15,126,125,99,50,0],[0,98,42,85,96,23,97,131,22,68,6,60,0]],inf,2.8812029361724854
145757.27740522882,[[0,132,13,57,24,94,66,12,110,133,54,17,109,0],[0,87,14,51,44,90,71,32,124,105,72,123,121,122,70,0],[0,119,21,79,113,112,25,139,81,30,7,59,111,47,80,0],[0,4,78,20,49,52,128,28,127,83,130,82,1,0],[0,95,39,92,41,63,18,93,40,65,135,140,134,0],[0,43,106,64,91,149,86,147,142,141,146,136,36,107,0],[0,102,138,67,5,56,137,26,101,45,76,31,118,0],[0,89,62,16,144,3,108,148,145,143,55,46,11,0],[0,69,27,115,114,120,35,84,34,19,58,2,100,0],[0,73,33,103,29,104,74,116,88,38,53,9,48,8,0],[0,10,77,37,75,61,129,117,126,15,125,99,50,0],[0,98,42,85,96,23,131,97,22,68,6,60,0]],inf,2.85479998588562
146203.64757713338,[[0,133,66,12,110,54,17,109,132,24,94,57,13,0],[0,87,51,14,44,90,71,32,124,105,72,123,121,122,70,0],[0,113,112,25,139,81,30,79,21,119,7,59,111,47,80,0],[0,4,49,20,78,52,128,28,127,83,130,82,1,0],[0,95,39,63,41,92,18,93,135,65,40,140,134,0],[0,43,106,64,91,149,86,147,142,141,146,136,36,107,0],[0,101,26,137,56,5,67,138,102,45,76,31,118,0],[0,89,62,16,144,145,3,108,148,143,55,46,11,0],[0,69,27,115,120,114,35,84,34,19,58,2,100,0],[0,73,33,48,9,53,38,88,116,74,104,29,103,8,0],[0,10,77,37,75,61,129,117,126,15,125,99,50,0],[0,60,6,22,68,98,42,85,96,23,97,131,0]],inf,2.8390190601348877
