CMT9 RA KMEDOIDS

energy,arcs,distance,time(ms)
155280.15368172523,[[0,133,94,24,66,12,135,142,147,144,143,0],[0,124,9,53,38,88,116,74,104,29,103,48,75,0],[0,113,60,6,111,25,112,120,130,128,126,0],[0,83,20,78,73,33,129,117,49,8,61,37,77,125,99,0],[0,39,87,92,41,63,18,93,40,65,140,134,110,148,0],[0,51,14,106,64,44,90,71,32,123,105,72,121,122,70,89,0],[0,118,31,76,101,5,56,97,22,68,47,137,26,80,0],[0,136,146,54,132,13,67,109,17,46,138,45,0],[0,115,114,100,79,21,69,27,30,81,139,7,59,119,0],[0,16,55,145,3,108,141,86,91,43,36,62,107,4,102,11,0],[0,10,15,52,28,127,34,84,35,2,58,19,82,1,50,0],[0,149,57,95,85,42,98,96,23,131,0]],inf,1.7754828929901123
157202.16622483902,[[0,133,24,94,66,12,135,142,147,144,143,0],[0,124,9,53,38,88,116,74,104,29,103,48,75,0],[0,113,60,6,111,25,112,120,130,128,126,0],[0,83,20,78,73,33,49,117,129,8,61,37,77,125,99,0],[0,92,41,63,87,39,93,18,40,65,110,140,134,148,0],[0,105,72,90,44,14,51,106,64,71,32,123,121,122,70,89,0],[0,118,31,76,101,56,5,97,68,22,47,137,26,80,0],[0,136,146,54,17,109,132,13,67,46,138,45,0],[0,114,115,27,69,100,21,79,30,81,139,7,59,119,0],[0,36,43,91,86,141,108,3,145,55,16,62,107,102,4,11,0],[0,15,52,28,127,34,84,35,2,58,19,82,1,10,50,0],[0,149,57,131,95,23,96,85,42,98,0]],inf,1.7750005722045898
156263.52663141195,[[0,133,94,24,66,12,135,142,147,144,143,0],[0,124,9,53,38,88,116,74,104,29,103,48,75,0],[0,113,60,6,111,25,112,120,130,128,126,0],[0,83,20,78,73,33,129,117,49,8,61,37,77,125,99,0],[0,87,39,41,92,63,18,93,40,65,110,134,140,148,0],[0,51,14,106,64,90,44,123,32,71,72,105,121,122,70,89,0],[0,118,31,76,101,5,56,97,68,22,47,137,26,80,0],[0,136,146,54,17,109,132,13,67,46,138,45,0],[0,114,115,100,21,79,69,27,30,81,139,7,59,119,0],[0,43,91,16,141,86,108,3,145,55,62,36,107,4,102,11,0],[0,10,15,52,28,127,34,84,35,2,58,19,82,1,50,0],[0,149,57,131,95,23,96,85,42,98,0]],inf,1.7570083141326904
156673.6193094673,[[0,133,24,94,66,12,135,142,147,144,143,0],[0,124,9,53,38,88,116,74,104,29,103,48,75,0],[0,113,60,6,111,25,112,120,130,128,126,0],[0,83,20,78,73,33,129,117,49,8,61,37,77,125,99,0],[0,41,92,39,87,63,18,93,40,65,110,134,140,148,0],[0,51,14,106,64,44,90,71,32,123,105,72,121,122,70,89,0],[0,118,31,76,101,5,56,97,22,68,47,137,26,80,0],[0,136,146,54,17,109,132,13,67,138,46,45,0],[0,100,69,27,114,115,30,81,139,7,59,119,79,21,0],[0,16,55,145,3,108,141,86,91,43,36,62,107,4,102,11,0],[0,10,15,52,28,127,34,84,35,2,58,19,82,1,50,0],[0,149,57,131,95,23,96,85,42,98,0]],inf,1.7601606845855713
157602.99950640957,[[0,133,24,94,66,12,135,142,147,144,143,0],[0,124,9,53,38,88,116,74,104,29,103,48,75,0],[0,113,60,6,111,25,112,120,130,128,126,0],[0,83,20,78,73,33,129,117,49,8,61,37,77,125,99,0],[0,39,87,41,92,63,18,93,40,65,110,134,140,148,0],[0,14,51,106,64,44,90,71,32,72,105,123,121,122,70,89,0],[0,26,118,31,76,101,5,56,97,22,68,47,137,80,0],[0,136,146,54,17,109,132,13,67,46,138,45,0],[0,114,115,79,119,21,100,69,27,30,81,139,7,59,0],[0,16,62,36,43,91,86,141,108,3,145,55,11,107,102,4,0],[0,10,15,52,28,127,34,84,35,2,58,19,82,1,50,0],[0,149,57,131,23,95,85,42,98,96,0]],inf,1.7910082340240479
158389.18013033748,[[0,133,24,94,66,12,135,142,147,144,143,0],[0,124,9,53,38,88,116,74,104,29,103,48,75,0],[0,113,60,6,111,25,112,120,130,128,126,0],[0,83,20,78,73,33,129,117,49,8,61,37,77,125,99,0],[0,41,92,87,39,93,18,63,65,40,140,134,110,148,0],[0,89,14,51,106,64,44,90,71,32,123,105,72,121,122,70,0],[0,118,31,76,101,5,56,97,68,22,47,137,26,80,0],[0,136,146,54,17,109,132,13,67,46,138,45,0],[0,100,114,115,69,27,30,81,139,7,59,119,79,21,0],[0,43,91,86,141,108,3,145,55,16,62,36,107,4,102,11,0],[0,34,84,35,2,58,19,127,28,82,1,52,15,10,50,0],[0,149,131,57,95,23,96,85,42,98,0]],inf,1.7899999618530273
156979.06231108287,[[0,133,24,94,66,12,135,147,142,144,143,0],[0,124,9,53,38,88,116,74,104,29,103,48,75,0],[0,113,60,6,111,25,112,120,130,128,126,0],[0,83,20,78,73,33,129,117,49,8,61,37,77,125,99,0],[0,39,87,92,41,63,18,93,40,65,110,134,140,148,0],[0,105,72,44,14,51,106,64,90,71,32,123,121,122,70,89,0],[0,118,31,76,26,101,5,56,97,22,68,47,137,80,0],[0,146,136,67,13,132,109,17,54,46,138,45,0],[0,114,115,27,69,21,100,79,30,81,139,59,7,119,0],[0,43,91,86,141,108,3,145,55,16,62,36,107,4,102,11,0],[0,10,15,52,28,127,34,84,35,2,58,19,82,1,50,0],[0,149,95,57,131,23,96,85,42,98,0]],inf,1.7710096836090088
157332.46671049288,[[0,133,24,94,66,12,135,142,147,144,143,0],[0,124,9,53,38,88,116,74,104,29,103,48,75,0],[0,113,60,6,111,25,112,120,130,128,126,0],[0,83,20,78,73,33,129,117,49,8,61,37,77,125,99,0],[0,39,87,41,92,63,18,93,40,65,140,134,110,148,0],[0,51,14,106,64,44,90,71,32,123,105,72,121,122,70,89,0],[0,118,31,76,101,5,56,97,68,22,47,137,26,80,0],[0,67,13,132,109,17,54,146,136,46,138,45,0],[0,114,115,27,69,100,21,119,59,7,139,81,30,79,0],[0,16,36,43,91,86,141,108,3,145,55,11,62,107,102,4,0],[0,10,15,52,28,127,34,84,35,2,58,19,82,1,50,0],[0,149,131,57,95,23,96,85,42,98,0]],inf,1.7612111568450928
156582.49120212658,[[0,133,24,94,66,12,135,142,147,144,143,0],[0,104,74,116,38,88,124,9,53,29,103,48,75,0],[0,113,60,6,111,25,112,120,130,128,126,0],[0,83,20,78,73,33,129,117,49,8,61,37,77,125,99,0],[0,39,87,92,41,63,18,93,40,65,110,134,140,148,0],[0,51,14,106,64,44,90,71,32,123,105,72,121,122,70,89,0],[0,118,31,76,101,26,137,47,68,22,97,56,5,80,0],[0,136,146,54,17,109,132,13,67,46,138,45,0],[0,114,115,100,21,79,69,27,30,81,139,7,59,119,0],[0,55,145,3,108,141,86,91,43,16,62,36,107,4,102,11,0],[0,15,52,28,127,34,84,35,2,58,19,82,1,10,50,0],[0,149,57,23,95,85,42,98,96,131,0]],inf,1.7840087413787842
157608.77092252157,[[0,94,24,133,66,12,135,142,147,144,143,0],[0,104,74,38,88,116,124,9,53,29,103,48,75,0],[0,113,60,6,111,25,112,120,130,128,126,0],[0,83,20,78,73,33,129,117,49,8,61,37,77,125,99,0],[0,87,39,92,41,63,18,93,40,65,140,134,110,148,0],[0,105,72,89,51,14,106,64,44,90,71,32,123,121,122,70,0],[0,118,31,76,101,5,56,97,68,22,47,137,26,80,0],[0,136,146,54,17,109,132,13,67,46,138,45,0],[0,115,114,100,69,27,30,81,139,7,59,119,79,21,0],[0,55,145,3,108,141,86,91,43,16,62,36,107,4,102,11,0],[0,10,15,52,28,127,34,84,35,2,58,19,82,1,50,0],[0,149,131,57,95,23,96,85,42,98,0]],inf,1.7680175304412842
