A-n55-k9 RA KMEDOIDS

energy,arcs,distance,time(ms)
55417.896801060124,[[0,54,52,44,1,43,6,48,0],[0,40,16,38,45,0],[0,19,13,24,23,50,18,0],[0,46,51,5,10,32,41,0],[0,20,17,3,14,26,31,0],[0,7,4,22,27,28,25,0],[0,53,47,39,49,9,35,0],[0,30,29,42,37,12,21,8,36,0],[0,34,33,2,11,15,0]],inf,0.384000301361084
54945.8282137042,[[0,54,52,44,1,43,6,48,0],[0,40,16,38,45,0],[0,19,13,24,23,50,18,0],[0,46,51,5,10,32,41,0],[0,17,3,14,20,26,31,0],[0,7,4,22,27,28,25,0],[0,53,47,39,49,9,35,0],[0,29,30,42,37,36,8,21,12,0],[0,15,2,11,34,33,0]],inf,0.38199949264526367
55411.66101326937,[[0,54,52,44,1,43,6,48,0],[0,40,16,38,45,0],[0,19,13,24,23,50,18,0],[0,46,51,5,10,32,41,0],[0,20,31,26,14,17,3,0],[0,7,4,22,27,28,25,0],[0,53,47,39,49,9,35,0],[0,29,30,37,42,36,12,21,8,0],[0,33,34,2,15,11,0]],inf,0.38899970054626465
56047.86141320984,[[0,54,52,44,1,43,6,48,0],[0,40,16,38,45,0],[0,19,13,24,23,50,18,0],[0,46,51,5,10,32,41,0],[0,31,20,26,14,17,3,0],[0,7,4,22,27,28,25,0],[0,53,47,39,49,9,35,0],[0,30,29,36,37,42,8,12,21,0],[0,34,33,2,15,11,0]],inf,0.3960001468658447
54857.10358062038,[[0,54,52,44,1,43,6,48,0],[0,40,16,38,45,0],[0,19,13,24,23,50,18,0],[0,46,51,5,10,32,41,0],[0,20,17,3,14,26,31,0],[0,7,4,22,27,28,25,0],[0,53,47,39,49,9,35,0],[0,29,30,37,42,36,8,21,12,0],[0,11,2,15,34,33,0]],inf,0.38010549545288086
54612.345343980975,[[0,54,52,44,1,43,6,48,0],[0,40,16,38,45,0],[0,19,13,24,23,50,18,0],[0,46,51,5,10,32,41,0],[0,20,17,3,14,26,31,0],[0,7,4,22,27,28,25,0],[0,53,47,39,49,9,35,0],[0,29,30,42,37,36,21,12,8,0],[0,15,2,11,34,33,0]],inf,0.37199974060058594
55719.96609084443,[[0,54,52,44,1,43,6,48,0],[0,40,16,38,45,0],[0,19,13,24,23,50,18,0],[0,46,51,5,10,32,41,0],[0,17,3,14,20,26,31,0],[0,7,4,22,27,28,25,0],[0,53,47,39,49,9,35,0],[0,30,29,42,37,36,8,21,12,0],[0,33,34,2,11,15,0]],inf,0.3899998664855957
55457.76328151986,[[0,54,52,44,1,43,6,48,0],[0,40,16,38,45,0],[0,19,13,24,23,50,18,0],[0,46,51,5,10,32,41,0],[0,17,3,14,20,26,31,0],[0,7,4,22,27,28,25,0],[0,53,47,39,49,9,35,0],[0,29,30,42,37,36,8,21,12,0],[0,34,33,2,15,11,0]],inf,0.3769996166229248
55177.377717677104,[[0,54,52,44,1,43,6,48,0],[0,40,16,38,45,0],[0,19,13,24,23,50,18,0],[0,51,46,5,10,32,41,0],[0,20,17,3,14,26,31,0],[0,7,4,22,27,28,25,0],[0,53,47,39,49,9,35,0],[0,30,29,36,37,42,12,21,8,0],[0,15,2,11,34,33,0]],inf,0.3770003318786621
54541.20672297983,[[0,54,52,44,1,43,6,48,0],[0,40,16,38,45,0],[0,19,13,24,23,50,18,0],[0,46,51,5,10,32,41,0],[0,20,17,3,14,26,31,0],[0,7,4,22,27,28,25,0],[0,53,47,39,49,9,35,0],[0,29,30,42,37,12,21,8,36,0],[0,15,2,11,34,33,0]],inf,0.37400126457214355
