A-n80-k10 RA KMEANS

energy,arcs,distance,time(ms)
84963.39877508522,[[0,34,24,2,48,79,28,52,71,0],[0,72,76,50,22,45,32,58,0],[0,33,54,9,55,15,41,25,46,64,0],[0,35,44,12,23,62,63,11,14,0],[0,65,59,27,5,6,17,31,29,0],[0,4,38,70,66,53,67,36,42,0],[0,26,47,56,69,19,57,75,20,49,0],[0,51,13,1,7,10,21,40,0],[0,18,37,8,68,43,16,61,78,0],[0,30,74,60,39,3,77,73,0]],inf,0.5780110359191895
84278.24010260144,[[0,48,34,24,2,79,28,52,71,0],[0,72,76,50,45,22,32,58,0],[0,33,15,54,9,55,41,46,25,64,0],[0,35,44,12,23,62,63,11,14,0],[0,65,6,5,59,27,17,31,29,0],[0,4,38,70,66,53,67,36,42,0],[0,26,69,56,47,19,57,75,20,49,0],[0,51,13,1,7,10,21,40,0],[0,78,61,16,43,68,8,37,18,0],[0,30,74,60,39,3,77,73,0]],inf,0.5649998188018799
83345.91980900273,[[0,34,24,2,52,28,79,48,71,0],[0,72,76,50,22,45,32,58,0],[0,54,55,9,33,15,41,25,46,64,0],[0,35,14,11,63,62,23,44,12,0],[0,65,29,31,17,27,59,6,5,0],[0,4,38,67,70,66,53,36,42,0],[0,26,56,69,47,19,57,75,20,49,0],[0,51,13,1,7,10,21,40,0],[0,78,61,16,43,68,8,37,18,0],[0,30,74,60,39,3,77,73,0]],inf,0.568000078201294
85666.72967601653,[[0,34,24,2,79,48,28,52,71,0],[0,72,76,50,22,45,32,58,0],[0,54,9,55,33,15,41,25,46,64,0],[0,35,44,12,23,62,63,11,14,0],[0,65,5,29,17,31,27,59,6,0],[0,4,38,67,70,66,53,36,42,0],[0,69,56,47,19,26,57,75,20,49,0],[0,51,13,1,7,10,21,40,0],[0,78,43,16,61,68,8,37,18,0],[0,30,74,60,39,3,77,73,0]],inf,0.5590000152587891
84372.28765097025,[[0,2,34,24,48,79,28,52,71,0],[0,72,76,50,45,22,32,58,0],[0,54,9,55,33,15,41,25,46,64,0],[0,35,62,63,11,14,23,44,12,0],[0,65,6,59,27,31,17,29,5,0],[0,4,38,67,70,66,53,36,42,0],[0,26,47,56,69,19,57,20,75,49,0],[0,51,13,1,7,10,21,40,0],[0,78,61,16,43,68,8,37,18,0],[0,30,39,60,74,3,77,73,0]],inf,0.5699996948242188
84313.0959138956,[[0,34,24,2,79,48,28,52,71,0],[0,72,76,50,22,45,32,58,0],[0,54,33,15,55,9,41,25,46,64,0],[0,35,62,63,11,14,23,44,12,0],[0,65,6,5,29,17,31,27,59,0],[0,4,38,67,70,66,53,36,42,0],[0,47,56,69,26,19,57,75,20,49,0],[0,10,13,51,1,7,21,40,0],[0,78,61,16,43,68,8,37,18,0],[0,30,74,60,39,3,77,73,0]],inf,0.5730099678039551
82074.79687394144,[[0,34,24,2,79,48,28,52,71,0],[0,72,76,50,45,22,32,58,0],[0,33,54,9,55,15,41,25,46,64,0],[0,35,14,63,11,23,44,12,62,0],[0,65,6,59,27,31,17,29,5,0],[0,4,38,70,66,53,67,36,42,0],[0,26,69,56,47,19,57,75,20,49,0],[0,13,51,1,7,10,21,40,0],[0,18,37,8,68,43,16,61,78,0],[0,30,74,60,39,3,77,73,0]],inf,0.5620012283325195
83450.50916822541,[[0,34,24,2,79,48,28,52,71,0],[0,72,76,50,22,45,32,58,0],[0,54,33,15,55,9,41,25,46,64,0],[0,35,62,63,11,14,23,44,12,0],[0,65,6,59,27,31,17,29,5,0],[0,4,38,70,67,53,66,36,42,0],[0,47,56,69,26,19,57,75,20,49,0],[0,13,51,10,7,1,21,40,0],[0,78,61,16,43,68,8,37,18,0],[0,30,39,60,74,3,77,73,0]],inf,0.5710268020629883
84513.62679095265,[[0,48,2,24,34,52,28,79,71,0],[0,72,76,50,22,45,32,58,0],[0,54,9,55,33,15,41,25,46,64,0],[0,35,62,63,11,14,23,44,12,0],[0,65,31,17,27,59,6,5,29,0],[0,4,38,67,70,66,53,36,42,0],[0,47,56,69,26,19,57,75,20,49,0],[0,51,13,1,7,10,21,40,0],[0,78,43,16,61,68,8,37,18,0],[0,30,74,60,39,3,77,73,0]],inf,0.562016487121582
82795.98689777366,[[0,34,24,2,48,79,28,52,71,0],[0,72,76,50,45,22,32,58,0],[0,55,9,54,33,15,41,25,46,64,0],[0,35,14,11,63,62,12,44,23,0],[0,65,6,5,31,17,59,27,29,0],[0,4,38,67,70,66,53,36,42,0],[0,26,69,56,47,19,57,75,20,49,0],[0,51,13,1,7,10,21,40,0],[0,78,61,16,43,68,8,37,18,0],[0,30,39,60,74,3,77,73,0]],inf,0.5720005035400391
